 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  17. 8.2020    Time:   6:18:56
 Units: L = m    , T = min  , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency
      878  0.7890000E+04  0.15000E+02    2     3048     3     3     T
      879  0.7905000E+04  0.15000E+02    2     3050     3     3     T
      880  0.7920000E+04  0.15000E+02    2     3052     3     3     T
      881  0.7935000E+04  0.15000E+02    2     3054     3     3     T
      882  0.7950000E+04  0.15000E+02    2     3056     3     3     T
      883  0.7965000E+04  0.15000E+02    2     3058     3     3     T
      884  0.7980000E+04  0.15000E+02    2     3060     3     3     T
      885  0.7995000E+04  0.15000E+02    2     3062     3     3     T
      886  0.8010000E+04  0.15000E+02    2     3064     3     3     T
      887  0.8025000E+04  0.15000E+02    2     3066     3     3     T
      888  0.8040000E+04  0.15000E+02    2     3068     3     3     T
      889  0.8055000E+04  0.15000E+02    2     3070     3     3     T
      890  0.8070000E+04  0.15000E+02    2     3072     3     3     T
      891  0.8085000E+04  0.15000E+02    2     3074     3     3     T
      892  0.8100000E+04  0.15000E+02    2     3076     3     3     T
      893  0.8115000E+04  0.15000E+02    2     3078     3     3     T
      894  0.8130000E+04  0.15000E+02    2     3080     3     3     T
      895  0.8145000E+04  0.15000E+02    2     3082     3     3     T
      896  0.8160000E+04  0.15000E+02    2     3084     3     3     T
      897  0.8175000E+04  0.15000E+02    2     3086     3     3     T
      898  0.8190000E+04  0.15000E+02    2     3088     3     3     T
      899  0.8205000E+04  0.15000E+02    2     3090     3     3     T
      900  0.8220000E+04  0.15000E+02    2     3092     3     3     T
      901  0.8235000E+04  0.15000E+02    2     3094     3     3     T
      902  0.8250000E+04  0.15000E+02    2     3096     3     3     T
      903  0.8265000E+04  0.15000E+02    2     3098     3     3     T
      904  0.8280000E+04  0.15000E+02    2     3100     3     3     T
      905  0.8295000E+04  0.15000E+02    2     3102     3     3     T
      906  0.8310000E+04  0.15000E+02    2     3104     3     3     T
      907  0.8325000E+04  0.15000E+02    2     3106     3     3     T
      908  0.8340000E+04  0.15000E+02    2     3108     3     3     T
      909  0.8355000E+04  0.15000E+02    2     3110     3     3     T
      910  0.8370000E+04  0.15000E+02    2     3112     3     3     T
      911  0.8385000E+04  0.15000E+02    2     3114     3     3     T
      912  0.8400000E+04  0.15000E+02    2     3116     3     3     T
      913  0.8415000E+04  0.15000E+02    2     3118     3     3     T
      914  0.8430000E+04  0.15000E+02    2     3120     3     3     T
      915  0.8445000E+04  0.15000E+02    2     3122     3     3     T
      916  0.8460000E+04  0.15000E+02    2     3124     3     3     T
      917  0.8475000E+04  0.15000E+02    2     3126     3     3     T
      918  0.8490000E+04  0.15000E+02    2     3128     3     3     T
      919  0.8505000E+04  0.15000E+02    2     3130     3     3     T
      920  0.8520000E+04  0.15000E+02    2     3132     3     3     T
      921  0.8535000E+04  0.15000E+02    2     3134     3     3     T
      922  0.8550000E+04  0.15000E+02    2     3136     3     3     T
      923  0.8565000E+04  0.15000E+02    2     3138     3     3     T
      924  0.8580000E+04  0.15000E+02    2     3140     3     3     T
      925  0.8595000E+04  0.15000E+02    2     3142     3     3     T
      926  0.8610000E+04  0.15000E+02    2     3144     3     3     T
      927  0.8625000E+04  0.15000E+02    2     3146     3     3     T
      928  0.8640000E+04  0.15000E+02    2     3148     3     3     T
      929  0.8655000E+04  0.15000E+02    2     3150     3     3     T
      930  0.8670000E+04  0.15000E+02    2     3152     3     3     T
      931  0.8685000E+04  0.15000E+02    2     3154     3     3     T
      932  0.8700000E+04  0.15000E+02    2     3156     3     3     T
      933  0.8715000E+04  0.15000E+02    2     3158     3     3     T
      934  0.8730000E+04  0.15000E+02    2     3160     3     3     T
      935  0.8745000E+04  0.15000E+02    2     3162     3     3     T
      936  0.8760000E+04  0.15000E+02    2     3164     3     3     T
      937  0.8775000E+04  0.15000E+02    2     3166     3     3     T
      938  0.8790000E+04  0.15000E+02    2     3168     3     3     T
      939  0.8805000E+04  0.15000E+02    2     3170     3     3     T
      940  0.8820000E+04  0.15000E+02    2     3172     3     3     T
      941  0.8835000E+04  0.15000E+02    2     3174     3     3     T
      942  0.8850000E+04  0.15000E+02    2     3176     3     3     T
      943  0.8865000E+04  0.15000E+02    2     3178     3     3     T
      944  0.8880000E+04  0.15000E+02    2     3180     3     3     T
      945  0.8895000E+04  0.15000E+02    2     3182     3     3     T
      946  0.8910000E+04  0.15000E+02    2     3184     3     3     T
      947  0.8925000E+04  0.15000E+02    2     3186     3     3     T
      948  0.8940000E+04  0.15000E+02    2     3188     3     3     T
      949  0.8955000E+04  0.15000E+02    2     3190     3     3     T
      950  0.8970000E+04  0.15000E+02    2     3192     3     3     T
      951  0.8985000E+04  0.15000E+02    2     3194     3     3     T
      952  0.9000000E+04  0.15000E+02    2     3196     3     3     T
      953  0.9015000E+04  0.15000E+02    2     3198     3     3     T
      954  0.9030000E+04  0.15000E+02    2     3200     3     3     T
      955  0.9045000E+04  0.15000E+02    2     3202     3     3     T
      956  0.9060000E+04  0.15000E+02    2     3204     3     3     T
      957  0.9075000E+04  0.15000E+02    2     3206     3     3     T
      958  0.9090000E+04  0.15000E+02    2     3208     3     3     T
      959  0.9105000E+04  0.15000E+02    2     3210     3     3     T
      960  0.9120000E+04  0.15000E+02    2     3212     3     3     T
      961  0.9135000E+04  0.15000E+02    2     3214     3     3     T
      962  0.9150000E+04  0.15000E+02    2     3216     3     3     T
      963  0.9165000E+04  0.15000E+02    2     3218     3     3     T
      964  0.9180000E+04  0.15000E+02    2     3220     3     3     T
      965  0.9195000E+04  0.15000E+02    2     3222     3     3     T
      966  0.9210000E+04  0.15000E+02    2     3224     3     3     T
      967  0.9225000E+04  0.15000E+02    2     3226     3     3     T
      968  0.9240000E+04  0.15000E+02    2     3228     3     3     T
      969  0.9255000E+04  0.15000E+02    2     3230     3     3     T
      970  0.9270000E+04  0.15000E+02    2     3232     3     3     T
      971  0.9285000E+04  0.15000E+02    2     3234     3     3     T
      972  0.9300000E+04  0.15000E+02    2     3236     3     3     T
      973  0.9315000E+04  0.15000E+02    2     3238     3     3     T
      974  0.9330000E+04  0.15000E+02    2     3240     3     3     T
      975  0.9345000E+04  0.15000E+02    2     3242     3     3     T
      976  0.9360000E+04  0.15000E+02    2     3244     3     3     T
      977  0.9375000E+04  0.15000E+02    2     3246     3     3     T
      978  0.9390000E+04  0.15000E+02    2     3248     3     3     T
      979  0.9405000E+04  0.15000E+02    2     3250     3     3     T
      980  0.9420000E+04  0.15000E+02    2     3252     3     3     T
      981  0.9435000E+04  0.15000E+02    2     3254     3     3     T
      982  0.9450000E+04  0.15000E+02    2     3256     3     3     T
      983  0.9465000E+04  0.15000E+02    2     3258     3     3     T
      984  0.9480000E+04  0.15000E+02    2     3260     3     3     T
      985  0.9495000E+04  0.15000E+02    2     3262     3     3     T
      986  0.9510000E+04  0.15000E+02    2     3264     3     3     T
      987  0.9525000E+04  0.15000E+02    2     3266     3     3     T
      988  0.9540000E+04  0.15000E+02    2     3268     3     3     T
      989  0.9555000E+04  0.15000E+02    2     3270     3     3     T
      990  0.9570000E+04  0.15000E+02    2     3272     3     3     T
      991  0.9585000E+04  0.15000E+02    2     3274     3     3     T
      992  0.9600000E+04  0.15000E+02    2     3276     3     3     T
      993  0.9615000E+04  0.15000E+02    2     3278     3     3     T
      994  0.9630000E+04  0.15000E+02    2     3280     3     3     T
      995  0.9645000E+04  0.15000E+02    2     3282     3     3     T
      996  0.9660000E+04  0.15000E+02    2     3284     3     3     T
      997  0.9675000E+04  0.15000E+02    2     3286     3     3     T
      998  0.9690000E+04  0.15000E+02    2     3288     3     3     T
      999  0.9705000E+04  0.15000E+02    2     3290     3     3     T
     1000  0.9720000E+04  0.15000E+02    2     3292     3     3     T
     1001  0.9735000E+04  0.15000E+02    2     3294     3     3     T
     1002  0.9750000E+04  0.15000E+02    2     3296     3     3     T
     1003  0.9765000E+04  0.15000E+02    2     3298     3     3     T
     1004  0.9780000E+04  0.15000E+02    2     3300     3     3     T
     1005  0.9795000E+04  0.15000E+02    2     3302     3     3     T
     1006  0.9810000E+04  0.15000E+02    2     3304     3     3     T
     1007  0.9825000E+04  0.15000E+02    2     3306     3     3     T
     1008  0.9840000E+04  0.15000E+02    2     3308     3     3     T
     1009  0.9855000E+04  0.15000E+02    2     3310     3     3     T
     1010  0.9870000E+04  0.15000E+02    2     3312     3     3     T
     1011  0.9885000E+04  0.15000E+02    2     3314     3     3     T
     1012  0.9900000E+04  0.15000E+02    2     3316     3     3     T
     1013  0.9915000E+04  0.15000E+02    2     3318     3     3     T
     1014  0.9930000E+04  0.15000E+02    2     3320     3     3     T
     1015  0.9945000E+04  0.15000E+02    2     3322     3     3     T
     1016  0.9960000E+04  0.15000E+02    2     3324     3     3     T
     1017  0.9975000E+04  0.15000E+02    2     3326     3     3     T
     1018  0.9990000E+04  0.15000E+02    2     3328     3     3     T
     1019  0.1000500E+05  0.15000E+02    2     3330     3     3     T
     1020  0.1002000E+05  0.15000E+02    2     3332     3     3     T
     1021  0.1003500E+05  0.15000E+02    2     3334     3     3     T
     1022  0.1005000E+05  0.15000E+02    2     3336     3     3     T
     1023  0.1006500E+05  0.15000E+02    2     3338     3     3     T
     1024  0.1008000E+05  0.15000E+02    2     3340     3     3     T
     1025  0.1009500E+05  0.15000E+02    2     3342     3     3     T
     1026  0.1011000E+05  0.15000E+02    2     3344     3     3     T
     1027  0.1012500E+05  0.15000E+02    2     3346     3     3     T
     1028  0.1014000E+05  0.15000E+02    2     3348     3     3     T
     1029  0.1015500E+05  0.15000E+02    2     3350     3     3     T
     1030  0.1017000E+05  0.15000E+02    2     3352     3     3     T
     1031  0.1018500E+05  0.15000E+02    2     3354     3     3     T
     1032  0.1020000E+05  0.15000E+02    2     3356     3     3     T
     1033  0.1021500E+05  0.15000E+02    2     3358     3     3     T
     1034  0.1023000E+05  0.15000E+02    2     3360     3     3     T
     1035  0.1024500E+05  0.15000E+02    2     3362     3     3     T
     1036  0.1026000E+05  0.15000E+02    2     3364     3     3     T
     1037  0.1027500E+05  0.15000E+02    2     3366     3     3     T
     1038  0.1029000E+05  0.15000E+02    2     3368     3     3     T
     1039  0.1030500E+05  0.15000E+02    2     3370     3     3     T
     1040  0.1032000E+05  0.15000E+02    2     3372     3     3     T
     1041  0.1033500E+05  0.15000E+02    2     3374     3     3     T
     1042  0.1035000E+05  0.15000E+02    2     3376     3     3     T
     1043  0.1036500E+05  0.15000E+02    2     3378     3     3     T
     1044  0.1038000E+05  0.15000E+02    2     3380     3     3     T
     1045  0.1039500E+05  0.15000E+02    2     3382     3     3     T
     1046  0.1041000E+05  0.15000E+02    2     3384     3     3     T
     1047  0.1042500E+05  0.15000E+02    2     3386     3     3     T
     1048  0.1044000E+05  0.15000E+02    2     3388     3     3     T
     1049  0.1045500E+05  0.15000E+02    2     3390     3     3     T
     1050  0.1047000E+05  0.15000E+02    2     3392     3     3     T
     1051  0.1048500E+05  0.15000E+02    2     3394     3     3     T
     1052  0.1050000E+05  0.15000E+02    2     3396     3     3     T
     1053  0.1051500E+05  0.15000E+02    2     3398     3     3     T
     1054  0.1053000E+05  0.15000E+02    2     3400     3     3     T
     1055  0.1054500E+05  0.15000E+02    2     3402     3     3     T
     1056  0.1056000E+05  0.15000E+02    2     3404     3     3     T
     1057  0.1057500E+05  0.15000E+02    2     3406     3     3     T
     1058  0.1059000E+05  0.15000E+02    2     3408     3     3     T
     1059  0.1060500E+05  0.15000E+02    2     3410     3     3     T
     1060  0.1062000E+05  0.15000E+02    2     3412     3     3     T
     1061  0.1063500E+05  0.15000E+02    2     3414     3     3     T
     1062  0.1065000E+05  0.15000E+02    2     3416     3     3     T
     1063  0.1066500E+05  0.15000E+02    2     3418     3     3     T
     1064  0.1068000E+05  0.15000E+02    2     3420     3     3     T
     1065  0.1069500E+05  0.15000E+02    2     3422     3     3     T
     1066  0.1071000E+05  0.15000E+02    2     3424     3     3     T
     1067  0.1072500E+05  0.15000E+02    2     3426     3     3     T
     1068  0.1074000E+05  0.15000E+02    2     3428     3     3     T
     1069  0.1075500E+05  0.15000E+02    2     3430     3     3     T
     1070  0.1077000E+05  0.15000E+02    2     3432     3     3     T
     1071  0.1078500E+05  0.15000E+02    2     3434     3     3     T
     1072  0.1080000E+05  0.15000E+02    2     3436     3     3     T
     1073  0.1081500E+05  0.15000E+02    2     3438     3     3     T
     1074  0.1083000E+05  0.15000E+02    2     3440     3     3     T
     1075  0.1084500E+05  0.15000E+02    2     3442     3     3     T
     1076  0.1086000E+05  0.15000E+02    2     3444     3     3     T
     1077  0.1087500E+05  0.15000E+02    2     3446     3     3     T
     1078  0.1089000E+05  0.15000E+02    2     3448     3     3     T
     1079  0.1090500E+05  0.15000E+02    2     3450     3     3     T
     1080  0.1092000E+05  0.15000E+02    2     3452     3     3     T
     1081  0.1093500E+05  0.15000E+02    2     3454     3     3     T
     1082  0.1095000E+05  0.15000E+02    2     3456     3     3     T
     1083  0.1096500E+05  0.15000E+02    2     3458     3     3     T
     1084  0.1098000E+05  0.15000E+02    2     3460     3     3     T
     1085  0.1099500E+05  0.15000E+02    2     3462     3     3     T
     1086  0.1101000E+05  0.15000E+02    2     3464     3     3     T
     1087  0.1102500E+05  0.15000E+02    2     3466     3     3     T
     1088  0.1104000E+05  0.15000E+02    2     3468     3     3     T
     1089  0.1105500E+05  0.15000E+02    2     3470     3     3     T
     1090  0.1107000E+05  0.15000E+02    2     3472     3     3     T
     1091  0.1108500E+05  0.15000E+02    2     3474     3     3     T
     1092  0.1110000E+05  0.15000E+02    2     3476     3     3     T
     1093  0.1111500E+05  0.15000E+02    2     3478     3     3     T
     1094  0.1113000E+05  0.15000E+02    2     3480     3     3     T
     1095  0.1114500E+05  0.15000E+02    2     3482     3     3     T
     1096  0.1116000E+05  0.15000E+02    2     3484     3     3     T
     1097  0.1117500E+05  0.15000E+02    2     3486     3     3     T
     1098  0.1119000E+05  0.15000E+02    2     3488     3     3     T
     1099  0.1120500E+05  0.15000E+02    2     3490     3     3     T
     1100  0.1122000E+05  0.15000E+02    2     3492     3     3     T
     1101  0.1123500E+05  0.15000E+02    2     3494     3     3     T
     1102  0.1125000E+05  0.15000E+02    2     3496     3     3     T
     1103  0.1126500E+05  0.15000E+02    2     3498     3     3     T
     1104  0.1128000E+05  0.15000E+02    2     3500     3     3     T
     1105  0.1129500E+05  0.15000E+02    2     3502     3     3     T
     1106  0.1131000E+05  0.15000E+02    2     3504     3     3     T
     1107  0.1132500E+05  0.15000E+02    2     3506     3     3     T
     1108  0.1134000E+05  0.15000E+02    2     3508     3     3     T
     1109  0.1135500E+05  0.15000E+02    2     3510     3     3     T
     1110  0.1137000E+05  0.15000E+02    2     3512     3     3     T
     1111  0.1138500E+05  0.15000E+02    2     3514     3     3     T
     1112  0.1140000E+05  0.15000E+02    2     3516     3     3     T
     1113  0.1141500E+05  0.15000E+02    2     3518     3     3     T
     1114  0.1143000E+05  0.15000E+02    2     3520     3     3     T
     1115  0.1144500E+05  0.15000E+02    2     3522     3     3     T
     1116  0.1146000E+05  0.15000E+02    2     3524     3     3     T
     1117  0.1147500E+05  0.15000E+02    2     3526     3     3     T
     1118  0.1149000E+05  0.15000E+02    2     3528     3     3     T
     1119  0.1150500E+05  0.15000E+02    2     3530     3     3     T
     1120  0.1152000E+05  0.15000E+02    2     3532     3     3     T
     1121  0.1153500E+05  0.15000E+02    2     3534     3     3     T
     1122  0.1155000E+05  0.15000E+02    2     3536     3     3     T
     1123  0.1156500E+05  0.15000E+02    2     3538     3     3     T
     1124  0.1158000E+05  0.15000E+02    2     3540     3     3     T
     1125  0.1159500E+05  0.15000E+02    2     3542     3     3     T
     1126  0.1161000E+05  0.15000E+02    2     3544     3     3     T
     1127  0.1162500E+05  0.15000E+02    2     3546     3     3     T
     1128  0.1164000E+05  0.15000E+02    2     3548     3     3     T
     1129  0.1165500E+05  0.15000E+02    2     3550     3     3     T
     1130  0.1167000E+05  0.15000E+02    2     3552     3     3     T
     1131  0.1168500E+05  0.15000E+02    2     3554     3     3     T
     1132  0.1170000E+05  0.15000E+02    2     3556     3     3     T
     1133  0.1171500E+05  0.15000E+02    2     3558     3     3     T
     1134  0.1173000E+05  0.15000E+02    2     3560     3     3     T
     1135  0.1174500E+05  0.15000E+02    2     3562     3     3     T
     1136  0.1176000E+05  0.15000E+02    2     3564     3     3     T
     1137  0.1177500E+05  0.15000E+02    2     3566     3     3     T
     1138  0.1179000E+05  0.15000E+02    2     3568     3     3     T
     1139  0.1180500E+05  0.15000E+02    2     3570     3     3     T
     1140  0.1182000E+05  0.15000E+02    2     3572     3     3     T
     1141  0.1183500E+05  0.15000E+02    2     3574     3     3     T
     1142  0.1185000E+05  0.15000E+02    2     3576     3     3     T
     1143  0.1186500E+05  0.15000E+02    2     3578     3     3     T
     1144  0.1188000E+05  0.15000E+02    2     3580     3     3     T
     1145  0.1189500E+05  0.15000E+02    2     3582     3     3     T
     1146  0.1191000E+05  0.15000E+02    2     3584     3     3     T
     1147  0.1192500E+05  0.15000E+02    2     3586     3     3     T
     1148  0.1194000E+05  0.15000E+02    2     3588     3     3     T
     1149  0.1195500E+05  0.15000E+02    2     3590     3     3     T
     1150  0.1197000E+05  0.15000E+02    2     3592     3     3     T
     1151  0.1198500E+05  0.15000E+02    2     3594     3     3     T
     1152  0.1200000E+05  0.15000E+02    2     3596     3     3     T
     1153  0.1201500E+05  0.15000E+02    2     3598     3     3     T
     1154  0.1203000E+05  0.15000E+02    2     3600     3     3     T
     1155  0.1204500E+05  0.15000E+02    2     3602     3     3     T
     1156  0.1206000E+05  0.15000E+02    2     3604     3     3     T
     1157  0.1207500E+05  0.15000E+02    2     3606     3     3     T
     1158  0.1209000E+05  0.15000E+02    2     3608     3     3     T
     1159  0.1210500E+05  0.15000E+02    2     3610     3     3     T
     1160  0.1212000E+05  0.15000E+02    2     3612     3     3     T
     1161  0.1213500E+05  0.15000E+02    2     3614     3     3     T
     1162  0.1215000E+05  0.15000E+02    2     3616     3     3     T
     1163  0.1216500E+05  0.15000E+02    2     3618     3     3     T
     1164  0.1218000E+05  0.15000E+02    2     3620     3     3     T
     1165  0.1219500E+05  0.15000E+02    2     3622     3     3     T
     1166  0.1221000E+05  0.15000E+02    2     3624     3     3     T
     1167  0.1222500E+05  0.15000E+02    2     3626     3     3     T
     1168  0.1224000E+05  0.15000E+02    2     3628     3     3     T
     1169  0.1225500E+05  0.15000E+02    2     3630     3     3     T
     1170  0.1227000E+05  0.15000E+02    2     3632     3     3     T
     1171  0.1228500E+05  0.15000E+02    2     3634     3     3     T
     1172  0.1230000E+05  0.15000E+02    2     3636     3     3     T
     1173  0.1231500E+05  0.15000E+02    2     3638     3     3     T
     1174  0.1233000E+05  0.15000E+02    2     3640     3     3     T
     1175  0.1234500E+05  0.15000E+02    2     3642     3     3     T
     1176  0.1236000E+05  0.15000E+02    2     3644     3     3     T
     1177  0.1237500E+05  0.15000E+02    2     3646     3     3     T
     1178  0.1239000E+05  0.15000E+02    2     3648     3     3     T
     1179  0.1240500E+05  0.15000E+02    2     3650     3     3     T
     1180  0.1242000E+05  0.15000E+02    2     3652     3     3     T
     1181  0.1243500E+05  0.15000E+02    2     3654     3     3     T
     1182  0.1245000E+05  0.15000E+02    2     3656     3     3     T
     1183  0.1246500E+05  0.15000E+02    2     3658     3     3     T
     1184  0.1248000E+05  0.15000E+02    2     3660     3     3     T
     1185  0.1249500E+05  0.15000E+02    2     3662     3     3     T
     1186  0.1251000E+05  0.15000E+02    2     3664     3     3     T
     1187  0.1252500E+05  0.15000E+02    2     3666     3     3     T
     1188  0.1254000E+05  0.15000E+02    2     3668     3     3     T
     1189  0.1255500E+05  0.15000E+02    2     3670     3     3     T
     1190  0.1257000E+05  0.15000E+02    2     3672     3     3     T
     1191  0.1258500E+05  0.15000E+02    2     3674     3     3     T
     1192  0.1260000E+05  0.15000E+02    2     3676     3     3     T
     1193  0.1261500E+05  0.15000E+02    2     3678     3     3     T
     1194  0.1263000E+05  0.15000E+02    2     3680     3     3     T
     1195  0.1264500E+05  0.15000E+02    2     3682     3     3     T
     1196  0.1266000E+05  0.15000E+02    2     3684     3     3     T
     1197  0.1267500E+05  0.15000E+02    2     3686     3     3     T
     1198  0.1269000E+05  0.15000E+02    2     3688     3     3     T
     1199  0.1270500E+05  0.15000E+02    2     3690     3     3     T
     1200  0.1272000E+05  0.15000E+02    2     3692     3     3     T
     1201  0.1273500E+05  0.15000E+02    2     3694     3     3     T
     1202  0.1275000E+05  0.15000E+02    2     3696     3     3     T
     1203  0.1276500E+05  0.15000E+02    2     3698     3     3     T
     1204  0.1278000E+05  0.15000E+02    2     3700     3     3     T
     1205  0.1279500E+05  0.15000E+02    2     3702     3     3     T
     1206  0.1281000E+05  0.15000E+02    2     3704     3     3     T
     1207  0.1282500E+05  0.15000E+02    2     3706     3     3     T
     1208  0.1284000E+05  0.15000E+02    2     3708     3     3     T
     1209  0.1285500E+05  0.15000E+02    2     3710     3     3     T
     1210  0.1287000E+05  0.15000E+02    2     3712     3     3     T
     1211  0.1288500E+05  0.15000E+02    2     3714     3     3     T
     1212  0.1290000E+05  0.15000E+02    2     3716     3     3     T
     1213  0.1291500E+05  0.15000E+02    2     3718     3     3     T
     1214  0.1293000E+05  0.15000E+02    2     3720     3     3     T
     1215  0.1294500E+05  0.15000E+02    2     3722     3     3     T
     1216  0.1296000E+05  0.15000E+02    2     3724     3     3     T
     1217  0.1297500E+05  0.15000E+02    2     3726     3     3     T
     1218  0.1299000E+05  0.15000E+02    2     3728     3     3     T
     1219  0.1300500E+05  0.15000E+02    2     3730     3     3     T
     1220  0.1302000E+05  0.15000E+02    2     3732     3     3     T
     1221  0.1303500E+05  0.15000E+02    2     3734     3     3     T
     1222  0.1305000E+05  0.15000E+02    2     3736     3     3     T
     1223  0.1306500E+05  0.15000E+02    2     3738     3     3     T
     1224  0.1308000E+05  0.15000E+02    2     3740     3     3     T
     1225  0.1309500E+05  0.15000E+02    2     3742     3     3     T
     1226  0.1311000E+05  0.15000E+02    2     3744     3     3     T
     1227  0.1312500E+05  0.15000E+02    2     3746     3     3     T
     1228  0.1314000E+05  0.15000E+02    2     3748     3     3     T
     1229  0.1315500E+05  0.15000E+02    2     3750     3     3     T
     1230  0.1317000E+05  0.15000E+02    2     3752     3     3     T
     1231  0.1318500E+05  0.15000E+02    2     3754     3     3     T
     1232  0.1320000E+05  0.15000E+02    2     3756     3     3     T
     1233  0.1321500E+05  0.15000E+02    2     3758     3     3     T
     1234  0.1323000E+05  0.15000E+02    2     3760     3     3     T
     1235  0.1324500E+05  0.15000E+02    2     3762     3     3     T
     1236  0.1326000E+05  0.15000E+02    2     3764     3     3     T
     1237  0.1327500E+05  0.15000E+02    2     3766     3     3     T
     1238  0.1329000E+05  0.15000E+02    2     3768     3     3     T
     1239  0.1330500E+05  0.15000E+02    2     3770     3     3     T
     1240  0.1332000E+05  0.15000E+02    2     3772     3     3     T
     1241  0.1333500E+05  0.15000E+02    2     3774     3     3     T
     1242  0.1335000E+05  0.15000E+02    2     3776     3     3     T
     1243  0.1336500E+05  0.15000E+02    2     3778     3     3     T
     1244  0.1338000E+05  0.15000E+02    2     3780     3     3     T
     1245  0.1339500E+05  0.15000E+02    2     3782     3     3     T
     1246  0.1341000E+05  0.15000E+02    2     3784     3     3     T
     1247  0.1342500E+05  0.15000E+02    2     3786     3     3     T
     1248  0.1344000E+05  0.15000E+02    2     3788     3     3     T
     1249  0.1345500E+05  0.15000E+02    2     3790     3     3     T
     1250  0.1347000E+05  0.15000E+02    2     3792     3     3     T
     1251  0.1348500E+05  0.15000E+02    2     3794     3     3     T
     1252  0.1350000E+05  0.15000E+02    2     3796     3     3     T
     1253  0.1351500E+05  0.15000E+02    2     3798     3     3     T
     1254  0.1353000E+05  0.15000E+02    2     3800     3     3     T
     1255  0.1354500E+05  0.15000E+02    2     3802     3     3     T
     1256  0.1356000E+05  0.15000E+02    2     3804     3     3     T
     1257  0.1357500E+05  0.15000E+02    2     3806     3     3     T
     1258  0.1359000E+05  0.15000E+02    2     3808     3     3     T
     1259  0.1360500E+05  0.15000E+02    2     3810     3     3     T
     1260  0.1362000E+05  0.15000E+02    2     3812     3     3     T
     1261  0.1363500E+05  0.15000E+02    2     3814     3     3     T
     1262  0.1365000E+05  0.15000E+02    2     3816     3     3     T
     1263  0.1366500E+05  0.15000E+02    2     3818     3     3     T
     1264  0.1368000E+05  0.15000E+02    2     3820     3     3     T
     1265  0.1369500E+05  0.15000E+02    2     3822     3     3     T
     1266  0.1371000E+05  0.15000E+02    2     3824     3     3     T
     1267  0.1372500E+05  0.15000E+02    2     3826     3     3     T
     1268  0.1374000E+05  0.15000E+02    2     3828     3     3     T
     1269  0.1375500E+05  0.15000E+02    2     3830     3     3     T
     1270  0.1377000E+05  0.15000E+02    2     3832     3     3     T
     1271  0.1378500E+05  0.15000E+02    2     3834     3     3     T
     1272  0.1380000E+05  0.15000E+02    2     3836     3     3     T
     1273  0.1381500E+05  0.15000E+02    2     3838     3     3     T
     1274  0.1383000E+05  0.15000E+02    2     3840     3     3     T
     1275  0.1384500E+05  0.15000E+02    2     3842     3     3     T
     1276  0.1386000E+05  0.15000E+02    2     3844     3     3     T
     1277  0.1387500E+05  0.15000E+02    2     3846     3     3     T
     1278  0.1389000E+05  0.15000E+02    2     3848     3     3     T
     1279  0.1390500E+05  0.15000E+02    2     3850     3     3     T
     1280  0.1392000E+05  0.15000E+02    2     3852     3     3     T
     1281  0.1393500E+05  0.15000E+02    2     3854     3     3     T
     1282  0.1395000E+05  0.15000E+02    2     3856     3     3     T
     1283  0.1396500E+05  0.15000E+02    2     3858     3     3     T
     1284  0.1398000E+05  0.15000E+02    2     3860     3     3     T
     1285  0.1399500E+05  0.15000E+02    2     3862     3     3     T
     1286  0.1401000E+05  0.15000E+02    2     3864     3     3     T
     1287  0.1402500E+05  0.15000E+02    2     3866     3     3     T
     1288  0.1404000E+05  0.15000E+02    2     3868     3     3     T
     1289  0.1405500E+05  0.15000E+02    2     3870     3     3     T
     1290  0.1407000E+05  0.15000E+02    2     3872     3     3     T
     1291  0.1408500E+05  0.15000E+02    2     3874     3     3     T
     1292  0.1410000E+05  0.15000E+02    2     3876     3     3     T
     1293  0.1411500E+05  0.15000E+02    2     3878     3     3     T
     1294  0.1413000E+05  0.15000E+02    2     3880     3     3     T
     1295  0.1414500E+05  0.15000E+02    2     3882     3     3     T
     1296  0.1416000E+05  0.15000E+02    2     3884     3     3     T
     1297  0.1417500E+05  0.15000E+02    2     3886     3     3     T
     1298  0.1419000E+05  0.15000E+02    2     3888     3     3     T
     1299  0.1420500E+05  0.15000E+02    2     3890     3     3     T
     1300  0.1422000E+05  0.15000E+02    2     3892     3     3     T
     1301  0.1423500E+05  0.15000E+02    2     3894     3     3     T
     1302  0.1425000E+05  0.15000E+02    2     3896     3     3     T
     1303  0.1426500E+05  0.15000E+02    2     3898     3     3     T
     1304  0.1428000E+05  0.15000E+02    2     3900     3     3     T
     1305  0.1429500E+05  0.15000E+02    2     3902     3     3     T
     1306  0.1431000E+05  0.15000E+02    2     3904     3     3     T
     1307  0.1432500E+05  0.15000E+02    2     3906     3     3     T
     1308  0.1434000E+05  0.15000E+02    2     3908     3     3     T
     1309  0.1435500E+05  0.15000E+02    2     3910     3     3     T
     1310  0.1437000E+05  0.15000E+02    2     3912     3     3     T
     1311  0.1438500E+05  0.15000E+02    2     3914     3     3     T
     1312  0.1440000E+05  0.15000E+02    2     3916     3     3     T
     1313  0.1441500E+05  0.15000E+02    2     3918     3     3     T
     1314  0.1443000E+05  0.15000E+02    2     3920     3     3     T
