 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  17. 8.2020    Time:   6:18:56
 Units: L = m    , T = min  , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       0.0100  0.00000E+00  0.00000E+00 -0.12075E+00  0.00000E+00  0.11299E+00  0.00000E+00  0.00000E+00 -0.12075E-02  0.00000E+00  0.11299E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13164E+01  0.12075E-02  0.00000E+00      1  0.00000E+00      0.000
       0.0200  0.00000E+00  0.00000E+00 -0.40899E+00  0.00000E+00  0.23928E+00  0.00000E+00  0.00000E+00 -0.52973E-02  0.00000E+00  0.35227E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13228E+01  0.52973E-02  0.00000E+00      2  0.00000E+00      0.000
       0.0330  0.00000E+00  0.00000E+00 -0.27596E-02  0.00000E+00  0.18990E-01  0.00000E+00  0.00000E+00 -0.53332E-02  0.00000E+00  0.37696E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13231E+01  0.53332E-02  0.00000E+00      3  0.00000E+00      0.000
       0.0499  0.00000E+00  0.00000E+00 -0.25951E-02  0.00000E+00  0.14787E-01  0.00000E+00  0.00000E+00 -0.53771E-02  0.00000E+00  0.40195E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13234E+01  0.53771E-02  0.00000E+00      4  0.00000E+00      0.000
       0.0719  0.00000E+00  0.00000E+00 -0.23984E-02  0.00000E+00  0.11645E-01  0.00000E+00  0.00000E+00 -0.54298E-02  0.00000E+00  0.42753E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13237E+01  0.54298E-02  0.00000E+00      5  0.00000E+00      0.000
       0.1004  0.00000E+00  0.00000E+00 -0.22199E-02  0.00000E+00  0.92024E-02  0.00000E+00  0.00000E+00 -0.54932E-02  0.00000E+00  0.45381E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13241E+01  0.54932E-02  0.00000E+00      6  0.00000E+00      0.000
       0.1376  0.00000E+00  0.00000E+00 -0.20153E-02  0.00000E+00  0.73201E-02  0.00000E+00  0.00000E+00 -0.55680E-02  0.00000E+00  0.48099E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13244E+01  0.55680E-02  0.00000E+00      7  0.00000E+00      0.000
       0.1858  0.00000E+00  0.00000E+00 -0.18051E-02  0.00000E+00  0.58458E-02  0.00000E+00  0.00000E+00 -0.56551E-02  0.00000E+00  0.50921E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13248E+01  0.56551E-02  0.00000E+00      8  0.00000E+00      0.000
       0.2341  0.00000E+00  0.00000E+00 -0.16476E-02  0.00000E+00  0.49350E-02  0.00000E+00  0.00000E+00 -0.57346E-02  0.00000E+00  0.53303E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13251E+01  0.57346E-02  0.00000E+00      9  0.00000E+00      0.000
       0.2968  0.00000E+00  0.00000E+00 -0.14706E-02  0.00000E+00  0.41501E-02  0.00000E+00  0.00000E+00 -0.58269E-02  0.00000E+00  0.55907E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13254E+01  0.58269E-02  0.00000E+00     10  0.00000E+00      0.000
       0.3784  0.00000E+00  0.00000E+00 -0.13154E-02  0.00000E+00  0.35003E-02  0.00000E+00  0.00000E+00 -0.59342E-02  0.00000E+00  0.58762E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13258E+01  0.59342E-02  0.00000E+00     11  0.00000E+00      0.000
       0.4845  0.00000E+00  0.00000E+00 -0.11489E-02  0.00000E+00  0.29613E-02  0.00000E+00  0.00000E+00 -0.60561E-02  0.00000E+00  0.61903E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13263E+01  0.60561E-02  0.00000E+00     12  0.00000E+00      0.000
       0.6223  0.00000E+00  0.00000E+00 -0.10027E-02  0.00000E+00  0.25183E-02  0.00000E+00  0.00000E+00 -0.61943E-02  0.00000E+00  0.65374E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13268E+01  0.61943E-02  0.00000E+00     13  0.00000E+00      0.000
       0.8015  0.00000E+00  0.00000E+00 -0.86320E-03  0.00000E+00  0.21563E-02  0.00000E+00  0.00000E+00 -0.63490E-02  0.00000E+00  0.69239E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13273E+01  0.63490E-02  0.00000E+00     14  0.00000E+00      0.000
       0.9808  0.00000E+00  0.00000E+00 -0.75732E-03  0.00000E+00  0.19339E-02  0.00000E+00  0.00000E+00 -0.64847E-02  0.00000E+00  0.72705E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13278E+01  0.64847E-02  0.00000E+00     15  0.00000E+00      0.000
       1.1600  0.00000E+00  0.00000E+00 -0.68415E-03  0.00000E+00  0.17821E-02  0.00000E+00  0.00000E+00 -0.66073E-02  0.00000E+00  0.75898E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13282E+01  0.66073E-02  0.00000E+00     16  0.00000E+00      0.000
       1.3929  0.00000E+00  0.00000E+00 -0.60330E-03  0.00000E+00  0.16477E-02  0.00000E+00  0.00000E+00 -0.67479E-02  0.00000E+00  0.79737E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13287E+01  0.67479E-02  0.00000E+00     17  0.00000E+00      0.000
       1.6259  0.00000E+00  0.00000E+00 -0.54627E-03  0.00000E+00  0.15625E-02  0.00000E+00  0.00000E+00 -0.68751E-02  0.00000E+00  0.83378E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13292E+01  0.68751E-02  0.00000E+00     18  0.00000E+00      0.000
       1.8589  0.00000E+00  0.00000E+00 -0.49781E-03  0.00000E+00  0.15099E-02  0.00000E+00  0.00000E+00 -0.69911E-02  0.00000E+00  0.86895E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13297E+01  0.69911E-02  0.00000E+00     19  0.00000E+00      0.000
       2.0919  0.00000E+00  0.00000E+00 -0.45710E-03  0.00000E+00  0.14763E-02  0.00000E+00  0.00000E+00 -0.70976E-02  0.00000E+00  0.90335E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13302E+01  0.70976E-02  0.00000E+00     20  0.00000E+00      0.000
       2.3948  0.00000E+00  0.00000E+00 -0.41841E-03  0.00000E+00  0.14572E-02  0.00000E+00  0.00000E+00 -0.72243E-02  0.00000E+00  0.94748E-02  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13307E+01  0.72243E-02  0.00000E+00     21  0.00000E+00      0.000
       2.7885  0.00000E+00  0.00000E+00 -0.37309E-03  0.00000E+00  0.14599E-02  0.00000E+00  0.00000E+00 -0.73712E-02  0.00000E+00  0.10050E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13314E+01  0.73712E-02  0.00000E+00     22  0.00000E+00      0.000
       3.3004  0.00000E+00  0.00000E+00 -0.33385E-03  0.00000E+00  0.15190E-02  0.00000E+00  0.00000E+00 -0.75421E-02  0.00000E+00  0.10827E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13324E+01  0.75421E-02  0.00000E+00     23  0.00000E+00      0.000
       3.8122  0.00000E+00  0.00000E+00 -0.29937E-03  0.00000E+00  0.17230E-02  0.00000E+00  0.00000E+00 -0.76954E-02  0.00000E+00  0.11709E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13334E+01  0.76954E-02  0.00000E+00     24  0.00000E+00      0.000
       4.3241  0.00000E+00  0.00000E+00 -0.27481E-03  0.00000E+00  0.21889E-02  0.00000E+00  0.00000E+00 -0.78360E-02  0.00000E+00  0.12830E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13347E+01  0.78360E-02  0.00000E+00     25  0.00000E+00      0.000
       4.9895  0.00000E+00  0.00000E+00 -0.24741E-03  0.00000E+00  0.13358E-02  0.00000E+00  0.00000E+00 -0.80007E-02  0.00000E+00  0.13718E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13357E+01  0.80007E-02  0.00000E+00     26  0.00000E+00      0.000
       5.4553  0.00000E+00  0.00000E+00 -0.23068E-03  0.00000E+00  0.11612E-02  0.00000E+00  0.00000E+00 -0.81081E-02  0.00000E+00  0.14259E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13364E+01  0.81081E-02  0.00000E+00     27  0.00000E+00      0.000
       5.9211  0.00000E+00  0.00000E+00 -0.21818E-03  0.00000E+00  0.10632E-02  0.00000E+00  0.00000E+00 -0.82097E-02  0.00000E+00  0.14755E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13370E+01  0.82097E-02  0.00000E+00     28  0.00000E+00      0.000
       6.3869  0.00000E+00  0.00000E+00 -0.20645E-03  0.00000E+00  0.10071E-02  0.00000E+00  0.00000E+00 -0.83059E-02  0.00000E+00  0.15224E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13376E+01  0.83059E-02  0.00000E+00     29  0.00000E+00      0.000
       6.8527  0.00000E+00  0.00000E+00 -0.19532E-03  0.00000E+00  0.97341E-03  0.00000E+00  0.00000E+00 -0.83969E-02  0.00000E+00  0.15677E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13381E+01  0.83969E-02  0.00000E+00     30  0.00000E+00      0.000
       7.3185  0.00000E+00  0.00000E+00 -0.18497E-03  0.00000E+00  0.95258E-03  0.00000E+00  0.00000E+00 -0.84830E-02  0.00000E+00  0.16121E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13386E+01  0.84830E-02  0.00000E+00     31  0.00000E+00      0.000
       7.9240  0.00000E+00  0.00000E+00 -0.17538E-03  0.00000E+00  0.94024E-03  0.00000E+00  0.00000E+00 -0.85892E-02  0.00000E+00  0.16690E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13393E+01  0.85892E-02  0.00000E+00     32  0.00000E+00      0.000
       8.7102  0.00000E+00  0.00000E+00 -0.16373E-03  0.00000E+00  0.94313E-03  0.00000E+00  0.00000E+00 -0.87180E-02  0.00000E+00  0.17432E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13402E+01  0.87180E-02  0.00000E+00     33  0.00000E+00      0.000
       9.4964  0.00000E+00  0.00000E+00 -0.15288E-03  0.00000E+00  0.96790E-03  0.00000E+00  0.00000E+00 -0.88382E-02  0.00000E+00  0.18193E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13411E+01  0.88382E-02  0.00000E+00     34  0.00000E+00      0.000
       9.8633  0.00000E+00  0.00000E+00 -0.14796E-03  0.00000E+00  0.99540E-03  0.00000E+00  0.00000E+00 -0.88925E-02  0.00000E+00  0.18558E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13415E+01  0.88925E-02  0.00000E+00     35  0.00000E+00      0.000
      10.2302  0.00000E+00  0.00000E+00 -0.14425E-03  0.00000E+00  0.10388E-02  0.00000E+00  0.00000E+00 -0.89454E-02  0.00000E+00  0.18939E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13419E+01  0.89454E-02  0.00000E+00     36  0.00000E+00      0.000
      10.7072  0.00000E+00  0.00000E+00 -0.13979E-03  0.00000E+00  0.11399E-02  0.00000E+00  0.00000E+00 -0.90121E-02  0.00000E+00  0.19483E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13425E+01  0.90121E-02  0.00000E+00     37  0.00000E+00      0.000
      11.0411  0.00000E+00  0.00000E+00 -0.13673E-03  0.00000E+00  0.12345E-02  0.00000E+00  0.00000E+00 -0.90577E-02  0.00000E+00  0.19895E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13430E+01  0.90577E-02  0.00000E+00     38  0.00000E+00      0.000
      11.3750  0.00000E+00  0.00000E+00 -0.13374E-03  0.00000E+00  0.10142E-02  0.00000E+00  0.00000E+00 -0.91024E-02  0.00000E+00  0.20233E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13434E+01  0.91024E-02  0.00000E+00     39  0.00000E+00      0.000
      11.7089  0.00000E+00  0.00000E+00 -0.13081E-03  0.00000E+00  0.92620E-03  0.00000E+00  0.00000E+00 -0.91460E-02  0.00000E+00  0.20543E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13437E+01  0.91460E-02  0.00000E+00     40  0.00000E+00      0.000
      12.0380  0.00000E+00  0.00000E+00 -0.12800E-03  0.00000E+00  0.86796E-03  0.00000E+00  0.00000E+00 -0.91882E-02  0.00000E+00  0.20828E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13440E+01  0.91882E-02  0.00000E+00     41  0.00000E+00      0.000
      12.4611  0.00000E+00  0.00000E+00 -0.12448E-03  0.00000E+00  0.81338E-03  0.00000E+00  0.00000E+00 -0.92408E-02  0.00000E+00  0.21172E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13444E+01  0.92408E-02  0.00000E+00     42  0.00000E+00      0.000
      13.0958  0.00000E+00  0.00000E+00 -0.11940E-03  0.00000E+00  0.76159E-03  0.00000E+00  0.00000E+00 -0.93166E-02  0.00000E+00  0.21656E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13450E+01  0.93166E-02  0.00000E+00     43  0.00000E+00      0.000
      13.7306  0.00000E+00  0.00000E+00 -0.11518E-03  0.00000E+00  0.73214E-03  0.00000E+00  0.00000E+00 -0.93897E-02  0.00000E+00  0.22121E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13455E+01  0.93897E-02  0.00000E+00     44  0.00000E+00      0.000
      14.3653  0.00000E+00  0.00000E+00 -0.11165E-03  0.00000E+00  0.71214E-03  0.00000E+00  0.00000E+00 -0.94606E-02  0.00000E+00  0.22573E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13461E+01  0.94606E-02  0.00000E+00     45  0.00000E+00      0.000
      15.0000  0.00000E+00  0.00000E+00 -0.10824E-03  0.00000E+00  0.69939E-03  0.00000E+00  0.00000E+00 -0.95293E-02  0.00000E+00  0.23017E-01  0.00000E+00  0.00000E+00  0.42567E+01  0.00000E+00  0.00000E+00  0.13466E+01  0.95293E-02  0.00000E+00     46  0.00000E+00      0.000
      15.7335  0.00000E+00  0.00000E+00 -0.10443E-03  0.00000E+00  0.69092E-03  0.00000E+00  0.00000E+00 -0.96059E-02  0.00000E+00  0.23523E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13472E+01  0.96059E-02  0.00000E+00     47  0.00000E+00      0.000
      16.4671  0.00000E+00  0.00000E+00 -0.10077E-03  0.00000E+00  0.68664E-03  0.00000E+00  0.00000E+00 -0.96798E-02  0.00000E+00  0.24027E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13477E+01  0.96798E-02  0.00000E+00     48  0.00000E+00      0.000
      17.4207  0.00000E+00  0.00000E+00 -0.96237E-04  0.00000E+00  0.68971E-03  0.00000E+00  0.00000E+00 -0.97716E-02  0.00000E+00  0.24685E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13485E+01  0.97716E-02  0.00000E+00     49  0.00000E+00      0.000
      18.3743  0.00000E+00  0.00000E+00 -0.92215E-04  0.00000E+00  0.70444E-03  0.00000E+00  0.00000E+00 -0.98595E-02  0.00000E+00  0.25356E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13492E+01  0.98595E-02  0.00000E+00     50  0.00000E+00      0.000
      19.3279  0.00000E+00  0.00000E+00 -0.89083E-04  0.00000E+00  0.73985E-03  0.00000E+00  0.00000E+00 -0.99445E-02  0.00000E+00  0.26062E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13500E+01  0.99445E-02  0.00000E+00     51  0.00000E+00      0.000
      19.5504  0.00000E+00  0.00000E+00 -0.88360E-04  0.00000E+00  0.75142E-03  0.00000E+00  0.00000E+00 -0.99641E-02  0.00000E+00  0.26229E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13502E+01  0.99641E-02  0.00000E+00     52  0.00000E+00      0.000
      19.7729  0.00000E+00  0.00000E+00 -0.87639E-04  0.00000E+00  0.76588E-03  0.00000E+00  0.00000E+00 -0.99836E-02  0.00000E+00  0.26400E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13504E+01  0.99836E-02  0.00000E+00     53  0.00000E+00      0.000
      20.0622  0.00000E+00  0.00000E+00 -0.86715E-04  0.00000E+00  0.79039E-03  0.00000E+00  0.00000E+00 -0.10009E-01  0.00000E+00  0.26628E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13507E+01  0.10009E-01  0.00000E+00     54  0.00000E+00      0.000
      20.1586  0.00000E+00  0.00000E+00  0.42118E-01  0.00000E+00 -0.21777E-01  0.00000E+00  0.00000E+00 -0.59477E-02  0.00000E+00  0.24529E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13445E+01  0.10009E-01  0.40611E-02     55  0.00000E+00      0.000
      20.2839  0.00000E+00  0.00000E+00 -0.32485E-01  0.00000E+00  0.18015E-01  0.00000E+00  0.00000E+00 -0.10020E-01  0.00000E+00  0.26787E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13508E+01  0.14081E-01  0.40611E-02     56  0.00000E+00      0.000
      20.4093  0.00000E+00  0.00000E+00 -0.85929E-04  0.00000E+00  0.81950E-03  0.00000E+00  0.00000E+00 -0.10030E-01  0.00000E+00  0.26889E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13509E+01  0.14091E-01  0.40611E-02     57  0.00000E+00      0.000
      20.5722  0.00000E+00  0.00000E+00 -0.85419E-04  0.00000E+00  0.76968E-03  0.00000E+00  0.00000E+00 -0.10044E-01  0.00000E+00  0.27015E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13511E+01  0.14105E-01  0.40611E-02     58  0.00000E+00      0.000
      20.7841  0.00000E+00  0.00000E+00 -0.84759E-04  0.00000E+00  0.72824E-03  0.00000E+00  0.00000E+00 -0.10062E-01  0.00000E+00  0.27169E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13513E+01  0.14123E-01  0.40611E-02     59  0.00000E+00      0.000
      21.0594  0.00000E+00  0.00000E+00 -0.83913E-04  0.00000E+00  0.69680E-03  0.00000E+00  0.00000E+00 -0.10085E-01  0.00000E+00  0.27361E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13515E+01  0.14146E-01  0.40611E-02     60  0.00000E+00      0.000
      21.4175  0.00000E+00  0.00000E+00 -0.82827E-04  0.00000E+00  0.66360E-03  0.00000E+00  0.00000E+00 -0.10115E-01  0.00000E+00  0.27599E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13517E+01  0.14176E-01  0.40611E-02     61  0.00000E+00      0.000
      21.8829  0.00000E+00  0.00000E+00 -0.81441E-04  0.00000E+00  0.63132E-03  0.00000E+00  0.00000E+00 -0.10153E-01  0.00000E+00  0.27892E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13521E+01  0.14214E-01  0.40611E-02     62  0.00000E+00      0.000
      22.4879  0.00000E+00  0.00000E+00 -0.79685E-04  0.00000E+00  0.60416E-03  0.00000E+00  0.00000E+00 -0.10201E-01  0.00000E+00  0.28258E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13525E+01  0.14262E-01  0.40611E-02     63  0.00000E+00      0.000
      23.0929  0.00000E+00  0.00000E+00 -0.77972E-04  0.00000E+00  0.58567E-03  0.00000E+00  0.00000E+00 -0.10248E-01  0.00000E+00  0.28612E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13529E+01  0.14309E-01  0.40611E-02     64  0.00000E+00      0.000
      23.8603  0.00000E+00  0.00000E+00 -0.75865E-04  0.00000E+00  0.56916E-03  0.00000E+00  0.00000E+00 -0.10306E-01  0.00000E+00  0.29049E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13534E+01  0.14368E-01  0.40611E-02     65  0.00000E+00      0.000
      24.8836  0.00000E+00  0.00000E+00 -0.73406E-04  0.00000E+00  0.55408E-03  0.00000E+00  0.00000E+00 -0.10382E-01  0.00000E+00  0.29616E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13540E+01  0.14443E-01  0.40611E-02     66  0.00000E+00      0.000
      26.1627  0.00000E+00  0.00000E+00 -0.70947E-04  0.00000E+00  0.54322E-03  0.00000E+00  0.00000E+00 -0.10472E-01  0.00000E+00  0.30311E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13548E+01  0.14533E-01  0.40611E-02     67  0.00000E+00      0.000
      27.4418  0.00000E+00  0.00000E+00 -0.68600E-04  0.00000E+00  0.53726E-03  0.00000E+00  0.00000E+00 -0.10560E-01  0.00000E+00  0.30998E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13556E+01  0.14621E-01  0.40611E-02     68  0.00000E+00      0.000
      28.2945  0.00000E+00  0.00000E+00 -0.67063E-04  0.00000E+00  0.53799E-03  0.00000E+00  0.00000E+00 -0.10617E-01  0.00000E+00  0.31457E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13561E+01  0.14678E-01  0.40611E-02     69  0.00000E+00      0.000
      29.1473  0.00000E+00  0.00000E+00 -0.65593E-04  0.00000E+00  0.54055E-03  0.00000E+00  0.00000E+00 -0.10673E-01  0.00000E+00  0.31918E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13566E+01  0.14734E-01  0.40611E-02     70  0.00000E+00      0.000
      30.0000  0.00000E+00  0.00000E+00 -0.64151E-04  0.00000E+00  0.54839E-03  0.00000E+00  0.00000E+00 -0.10728E-01  0.00000E+00  0.32385E-01  0.00000E+00  0.00000E+00  0.42562E+01  0.00000E+00  0.00000E+00  0.13571E+01  0.14789E-01  0.40611E-02     71  0.00000E+00      0.000
      30.8527  0.00000E+00  0.00000E+00 -0.62751E-04  0.00000E+00  0.56102E-03  0.00000E+00  0.00000E+00 -0.10781E-01  0.00000E+00  0.32864E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13577E+01  0.14842E-01  0.40611E-02     72  0.00000E+00      0.000
      31.1370  0.00000E+00  0.00000E+00 -0.62279E-04  0.00000E+00  0.56793E-03  0.00000E+00  0.00000E+00 -0.10799E-01  0.00000E+00  0.33025E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13578E+01  0.14860E-01  0.40611E-02     73  0.00000E+00      0.000
      31.4212  0.00000E+00  0.00000E+00 -0.61833E-04  0.00000E+00  0.57447E-03  0.00000E+00  0.00000E+00 -0.10817E-01  0.00000E+00  0.33188E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13580E+01  0.14878E-01  0.40611E-02     74  0.00000E+00      0.000
      31.7907  0.00000E+00  0.00000E+00 -0.61243E-04  0.00000E+00  0.58503E-03  0.00000E+00  0.00000E+00 -0.10839E-01  0.00000E+00  0.33405E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13583E+01  0.14900E-01  0.40611E-02     75  0.00000E+00      0.000
      31.9509  0.00000E+00  0.00000E+00  0.25362E-01  0.00000E+00 -0.13001E-01  0.00000E+00  0.00000E+00 -0.67783E-02  0.00000E+00  0.31323E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13521E+01  0.14900E-01  0.81221E-02     76  0.00000E+00      0.000
      32.1590  0.00000E+00  0.00000E+00 -0.19570E-01  0.00000E+00  0.10957E-01  0.00000E+00  0.00000E+00 -0.10852E-01  0.00000E+00  0.33604E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13585E+01  0.18974E-01  0.81221E-02     77  0.00000E+00      0.000
      32.3672  0.00000E+00  0.00000E+00 -0.60615E-04  0.00000E+00  0.60242E-03  0.00000E+00  0.00000E+00 -0.10865E-01  0.00000E+00  0.33729E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13586E+01  0.18987E-01  0.81221E-02     78  0.00000E+00      0.000
      32.6378  0.00000E+00  0.00000E+00 -0.60194E-04  0.00000E+00  0.60399E-03  0.00000E+00  0.00000E+00 -0.10881E-01  0.00000E+00  0.33893E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13588E+01  0.19003E-01  0.81221E-02     79  0.00000E+00      0.000
      32.9896  0.00000E+00  0.00000E+00 -0.59653E-04  0.00000E+00  0.56046E-03  0.00000E+00  0.00000E+00 -0.10902E-01  0.00000E+00  0.34090E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13590E+01  0.19024E-01  0.81221E-02     80  0.00000E+00      0.000
      33.4469  0.00000E+00  0.00000E+00 -0.59018E-04  0.00000E+00  0.53731E-03  0.00000E+00  0.00000E+00 -0.10929E-01  0.00000E+00  0.34336E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13593E+01  0.19051E-01  0.81221E-02     81  0.00000E+00      0.000
      34.0414  0.00000E+00  0.00000E+00 -0.58347E-04  0.00000E+00  0.51465E-03  0.00000E+00  0.00000E+00 -0.10964E-01  0.00000E+00  0.34642E-01  0.00000E+00  0.00000E+00  0.42557E+01  0.00000E+00  0.00000E+00  0.13596E+01  0.19086E-01  0.81221E-02     82  0.00000E+00      0.000
