 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  17. 8.2020    Time:   6:18:56
 Units: L = m    , T = min  , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

     162.0000  0.00000E+00  0.00000E+00 -0.22306E-04  0.00000E+00  0.22088E-03  0.00000E+00  0.00000E+00 -0.15060E-01  0.00000E+00  0.73900E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14030E+01  0.35365E-01  0.20305E-01    175  0.00000E+00      0.000
     163.0000  0.00000E+00  0.00000E+00 -0.22224E-04  0.00000E+00  0.22158E-03  0.00000E+00  0.00000E+00 -0.15082E-01  0.00000E+00  0.74121E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14032E+01  0.35387E-01  0.20305E-01    176  0.00000E+00      0.000
     164.0000  0.00000E+00  0.00000E+00 -0.22145E-04  0.00000E+00  0.22224E-03  0.00000E+00  0.00000E+00 -0.15104E-01  0.00000E+00  0.74344E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14035E+01  0.35409E-01  0.20305E-01    177  0.00000E+00      0.000
     165.0000  0.00000E+00  0.00000E+00 -0.22064E-04  0.00000E+00  0.22284E-03  0.00000E+00  0.00000E+00 -0.15126E-01  0.00000E+00  0.74567E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14037E+01  0.35431E-01  0.20305E-01    178  0.00000E+00      0.000
     166.3000  0.00000E+00  0.00000E+00 -0.21961E-04  0.00000E+00  0.22434E-03  0.00000E+00  0.00000E+00 -0.15155E-01  0.00000E+00  0.74858E-01  0.00000E+00  0.00000E+00  0.42537E+01  0.00000E+00  0.00000E+00  0.14040E+01  0.35460E-01  0.20305E-01    179  0.00000E+00      0.000
     167.6000  0.00000E+00  0.00000E+00 -0.21858E-04  0.00000E+00  0.22503E-03  0.00000E+00  0.00000E+00 -0.15183E-01  0.00000E+00  0.75151E-01  0.00000E+00  0.00000E+00  0.42537E+01  0.00000E+00  0.00000E+00  0.14044E+01  0.35488E-01  0.20305E-01    180  0.00000E+00      0.000
     169.3714  0.00000E+00  0.00000E+00 -0.21720E-04  0.00000E+00  0.22442E-03  0.00000E+00  0.00000E+00 -0.15222E-01  0.00000E+00  0.75548E-01  0.00000E+00  0.00000E+00  0.42537E+01  0.00000E+00  0.00000E+00  0.14048E+01  0.35527E-01  0.20305E-01    181  0.00000E+00      0.000
     171.4971  0.00000E+00  0.00000E+00 -0.21555E-04  0.00000E+00  0.21668E-03  0.00000E+00  0.00000E+00 -0.15268E-01  0.00000E+00  0.76009E-01  0.00000E+00  0.00000E+00  0.42537E+01  0.00000E+00  0.00000E+00  0.14053E+01  0.35572E-01  0.20305E-01    182  0.00000E+00      0.000
     174.3314  0.00000E+00  0.00000E+00 -0.21337E-04  0.00000E+00  0.21060E-03  0.00000E+00  0.00000E+00 -0.15328E-01  0.00000E+00  0.76606E-01  0.00000E+00  0.00000E+00  0.42537E+01  0.00000E+00  0.00000E+00  0.14060E+01  0.35633E-01  0.20305E-01    183  0.00000E+00      0.000
     177.1657  0.00000E+00  0.00000E+00 -0.21122E-04  0.00000E+00  0.20595E-03  0.00000E+00  0.00000E+00 -0.15388E-01  0.00000E+00  0.77189E-01  0.00000E+00  0.00000E+00  0.42537E+01  0.00000E+00  0.00000E+00  0.14066E+01  0.35693E-01  0.20305E-01    184  0.00000E+00      0.000
     180.0000  0.00000E+00  0.00000E+00 -0.20908E-04  0.00000E+00  0.20266E-03  0.00000E+00  0.00000E+00 -0.15447E-01  0.00000E+00  0.77764E-01  0.00000E+00  0.00000E+00  0.42537E+01  0.00000E+00  0.00000E+00  0.14072E+01  0.35752E-01  0.20305E-01    185  0.00000E+00      0.000
     183.0000  0.00000E+00  0.00000E+00 -0.20684E-04  0.00000E+00  0.20019E-03  0.00000E+00  0.00000E+00 -0.15509E-01  0.00000E+00  0.78364E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14079E+01  0.35814E-01  0.20305E-01    186  0.00000E+00      0.000
     186.0000  0.00000E+00  0.00000E+00 -0.20464E-04  0.00000E+00  0.19867E-03  0.00000E+00  0.00000E+00 -0.15571E-01  0.00000E+00  0.78960E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14086E+01  0.35875E-01  0.20305E-01    187  0.00000E+00      0.000
     189.0000  0.00000E+00  0.00000E+00 -0.20248E-04  0.00000E+00  0.19808E-03  0.00000E+00  0.00000E+00 -0.15631E-01  0.00000E+00  0.79555E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14092E+01  0.35936E-01  0.20305E-01    188  0.00000E+00      0.000
     192.0000  0.00000E+00  0.00000E+00 -0.20070E-04  0.00000E+00  0.19835E-03  0.00000E+00  0.00000E+00 -0.15692E-01  0.00000E+00  0.80150E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14099E+01  0.35996E-01  0.20305E-01    189  0.00000E+00      0.000
     195.0000  0.00000E+00  0.00000E+00 -0.19900E-04  0.00000E+00  0.19915E-03  0.00000E+00  0.00000E+00 -0.15751E-01  0.00000E+00  0.80747E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14105E+01  0.36056E-01  0.20305E-01    190  0.00000E+00      0.000
     196.8750  0.00000E+00  0.00000E+00 -0.19795E-04  0.00000E+00  0.19964E-03  0.00000E+00  0.00000E+00 -0.15788E-01  0.00000E+00  0.81122E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14109E+01  0.36093E-01  0.20305E-01    191  0.00000E+00      0.000
     198.7500  0.00000E+00  0.00000E+00 -0.19691E-04  0.00000E+00  0.20083E-03  0.00000E+00  0.00000E+00 -0.15825E-01  0.00000E+00  0.81498E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14113E+01  0.36130E-01  0.20305E-01    192  0.00000E+00      0.000
     200.6250  0.00000E+00  0.00000E+00 -0.19588E-04  0.00000E+00  0.20122E-03  0.00000E+00  0.00000E+00 -0.15862E-01  0.00000E+00  0.81875E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14118E+01  0.36167E-01  0.20305E-01    193  0.00000E+00      0.000
     201.4062  0.00000E+00  0.00000E+00  0.51974E-02  0.00000E+00 -0.25762E-02  0.00000E+00  0.00000E+00 -0.11802E-01  0.00000E+00  0.79863E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14057E+01  0.36167E-01  0.24365E-01    194  0.00000E+00      0.000
     202.4805  0.00000E+00  0.00000E+00 -0.38001E-02  0.00000E+00  0.22111E-02  0.00000E+00  0.00000E+00 -0.15884E-01  0.00000E+00  0.82238E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14121E+01  0.40249E-01  0.24365E-01    195  0.00000E+00      0.000
     203.5547  0.00000E+00  0.00000E+00 -0.19539E-04  0.00000E+00  0.20197E-03  0.00000E+00  0.00000E+00 -0.15905E-01  0.00000E+00  0.82455E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14124E+01  0.40270E-01  0.24365E-01    196  0.00000E+00      0.000
     204.8437  0.00000E+00  0.00000E+00 -0.19466E-04  0.00000E+00  0.19743E-03  0.00000E+00  0.00000E+00 -0.15930E-01  0.00000E+00  0.82709E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14127E+01  0.40295E-01  0.24365E-01    197  0.00000E+00      0.000
     206.5625  0.00000E+00  0.00000E+00 -0.19370E-04  0.00000E+00  0.19416E-03  0.00000E+00  0.00000E+00 -0.15963E-01  0.00000E+00  0.83043E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14130E+01  0.40328E-01  0.24365E-01    198  0.00000E+00      0.000
     208.2812  0.00000E+00  0.00000E+00 -0.19275E-04  0.00000E+00  0.19129E-03  0.00000E+00  0.00000E+00 -0.15996E-01  0.00000E+00  0.83372E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14134E+01  0.40361E-01  0.24365E-01    199  0.00000E+00      0.000
     210.0000  0.00000E+00  0.00000E+00 -0.19180E-04  0.00000E+00  0.18897E-03  0.00000E+00  0.00000E+00 -0.16029E-01  0.00000E+00  0.83697E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14137E+01  0.40394E-01  0.24365E-01    200  0.00000E+00      0.000
     213.0000  0.00000E+00  0.00000E+00 -0.19019E-04  0.00000E+00  0.18550E-03  0.00000E+00  0.00000E+00 -0.16086E-01  0.00000E+00  0.84253E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14144E+01  0.40452E-01  0.24365E-01    201  0.00000E+00      0.000
     217.0000  0.00000E+00  0.00000E+00 -0.18810E-04  0.00000E+00  0.18239E-03  0.00000E+00  0.00000E+00 -0.16161E-01  0.00000E+00  0.84983E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14152E+01  0.40527E-01  0.24365E-01    202  0.00000E+00      0.000
     221.0000  0.00000E+00  0.00000E+00 -0.18605E-04  0.00000E+00  0.18061E-03  0.00000E+00  0.00000E+00 -0.16236E-01  0.00000E+00  0.85705E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14160E+01  0.40601E-01  0.24365E-01    203  0.00000E+00      0.000
     225.0000  0.00000E+00  0.00000E+00 -0.18404E-04  0.00000E+00  0.17967E-03  0.00000E+00  0.00000E+00 -0.16309E-01  0.00000E+00  0.86424E-01  0.00000E+00  0.00000E+00  0.42547E+01  0.00000E+00  0.00000E+00  0.14168E+01  0.40675E-01  0.24365E-01    204  0.00000E+00      0.000
     228.7500  0.00000E+00  0.00000E+00 -0.18218E-04  0.00000E+00  0.18001E-03  0.00000E+00  0.00000E+00 -0.16378E-01  0.00000E+00  0.87099E-01  0.00000E+00  0.00000E+00  0.42537E+01  0.00000E+00  0.00000E+00  0.14175E+01  0.40743E-01  0.24365E-01    205  0.00000E+00      0.000
     231.5625  0.00000E+00  0.00000E+00 -0.18079E-04  0.00000E+00  0.18038E-03  0.00000E+00  0.00000E+00 -0.16429E-01  0.00000E+00  0.87606E-01  0.00000E+00  0.00000E+00  0.42537E+01  0.00000E+00  0.00000E+00  0.14181E+01  0.40794E-01  0.24365E-01    206  0.00000E+00      0.000
     232.5000  0.00000E+00  0.00000E+00 -0.18017E-04  0.00000E+00  0.18081E-03  0.00000E+00  0.00000E+00 -0.16446E-01  0.00000E+00  0.87776E-01  0.00000E+00  0.00000E+00  0.42537E+01  0.00000E+00  0.00000E+00  0.14182E+01  0.40811E-01  0.24365E-01    207  0.00000E+00      0.000
     233.4375  0.00000E+00  0.00000E+00 -0.17990E-04  0.00000E+00  0.18092E-03  0.00000E+00  0.00000E+00 -0.16462E-01  0.00000E+00  0.87945E-01  0.00000E+00  0.00000E+00  0.42537E+01  0.00000E+00  0.00000E+00  0.14184E+01  0.40828E-01  0.24365E-01    208  0.00000E+00      0.000
     234.7500  0.00000E+00  0.00000E+00 -0.17920E-04  0.00000E+00  0.18136E-03  0.00000E+00  0.00000E+00 -0.16486E-01  0.00000E+00  0.88183E-01  0.00000E+00  0.00000E+00  0.42537E+01  0.00000E+00  0.00000E+00  0.14187E+01  0.40851E-01  0.24365E-01    209  0.00000E+00      0.000
     236.5000  0.00000E+00  0.00000E+00 -0.17838E-04  0.00000E+00  0.18172E-03  0.00000E+00  0.00000E+00 -0.16517E-01  0.00000E+00  0.88501E-01  0.00000E+00  0.00000E+00  0.42537E+01  0.00000E+00  0.00000E+00  0.14190E+01  0.40882E-01  0.24365E-01    210  0.00000E+00      0.000
     237.0833  0.00000E+00  0.00000E+00  0.69609E-02  0.00000E+00 -0.35302E-02  0.00000E+00  0.00000E+00 -0.12457E-01  0.00000E+00  0.86442E-01  0.00000E+00  0.00000E+00  0.42537E+01  0.00000E+00  0.00000E+00  0.14129E+01  0.40882E-01  0.28426E-01    211  0.00000E+00      0.000
     237.8125  0.00000E+00  0.00000E+00 -0.55873E-02  0.00000E+00  0.31412E-02  0.00000E+00  0.00000E+00 -0.16531E-01  0.00000E+00  0.88733E-01  0.00000E+00  0.00000E+00  0.42537E+01  0.00000E+00  0.00000E+00  0.14193E+01  0.44957E-01  0.28426E-01    212  0.00000E+00      0.000
     238.9063  0.00000E+00  0.00000E+00 -0.17799E-04  0.00000E+00  0.18280E-03  0.00000E+00  0.00000E+00 -0.16550E-01  0.00000E+00  0.88932E-01  0.00000E+00  0.00000E+00  0.42537E+01  0.00000E+00  0.00000E+00  0.14195E+01  0.44976E-01  0.28426E-01    213  0.00000E+00      0.000
     240.0000  0.00000E+00  0.00000E+00 -0.17743E-04  0.00000E+00  0.18323E-03  0.00000E+00  0.00000E+00 -0.16570E-01  0.00000E+00  0.89133E-01  0.00000E+00  0.00000E+00  0.42537E+01  0.00000E+00  0.00000E+00  0.14197E+01  0.44995E-01  0.28426E-01    214  0.00000E+00      0.000
     241.2816  0.00000E+00  0.00000E+00 -0.17680E-04  0.00000E+00  0.18175E-03  0.00000E+00  0.00000E+00 -0.16592E-01  0.00000E+00  0.89366E-01  0.00000E+00  0.00000E+00  0.42507E+01  0.00000E+00  0.00000E+00  0.14200E+01  0.45018E-01  0.28426E-01    215  0.00000E+00      0.000
     242.9964  0.00000E+00  0.00000E+00 -0.17596E-04  0.00000E+00  0.17839E-03  0.00000E+00  0.00000E+00 -0.16622E-01  0.00000E+00  0.89672E-01  0.00000E+00  0.00000E+00  0.42507E+01  0.00000E+00  0.00000E+00  0.14203E+01  0.45048E-01  0.28426E-01    216  0.00000E+00      0.000
     244.9970  0.00000E+00  0.00000E+00 -0.17500E-04  0.00000E+00  0.17534E-03  0.00000E+00  0.00000E+00 -0.16657E-01  0.00000E+00  0.90022E-01  0.00000E+00  0.00000E+00  0.42507E+01  0.00000E+00  0.00000E+00  0.14207E+01  0.45083E-01  0.28426E-01    217  0.00000E+00      0.000
     247.4977  0.00000E+00  0.00000E+00 -0.17380E-04  0.00000E+00  0.17236E-03  0.00000E+00  0.00000E+00 -0.16701E-01  0.00000E+00  0.90454E-01  0.00000E+00  0.00000E+00  0.42507E+01  0.00000E+00  0.00000E+00  0.14212E+01  0.45127E-01  0.28426E-01    218  0.00000E+00      0.000
     251.2489  0.00000E+00  0.00000E+00 -0.17204E-04  0.00000E+00  0.16903E-03  0.00000E+00  0.00000E+00 -0.16765E-01  0.00000E+00  0.91088E-01  0.00000E+00  0.00000E+00  0.42507E+01  0.00000E+00  0.00000E+00  0.14219E+01  0.45191E-01  0.28426E-01    219  0.00000E+00      0.000
     255.0000  0.00000E+00  0.00000E+00 -0.17031E-04  0.00000E+00  0.16673E-03  0.00000E+00  0.00000E+00 -0.16829E-01  0.00000E+00  0.91713E-01  0.00000E+00  0.00000E+00  0.42507E+01  0.00000E+00  0.00000E+00  0.14226E+01  0.45255E-01  0.28426E-01    220  0.00000E+00      0.000
     258.7500  0.00000E+00  0.00000E+00 -0.16860E-04  0.00000E+00  0.16522E-03  0.00000E+00  0.00000E+00 -0.16892E-01  0.00000E+00  0.92333E-01  0.00000E+00  0.00000E+00  0.42512E+01  0.00000E+00  0.00000E+00  0.14232E+01  0.45318E-01  0.28426E-01    221  0.00000E+00      0.000
     262.5000  0.00000E+00  0.00000E+00 -0.16691E-04  0.00000E+00  0.16442E-03  0.00000E+00  0.00000E+00 -0.16955E-01  0.00000E+00  0.92949E-01  0.00000E+00  0.00000E+00  0.42512E+01  0.00000E+00  0.00000E+00  0.14239E+01  0.45381E-01  0.28426E-01    222  0.00000E+00      0.000
     266.2500  0.00000E+00  0.00000E+00 -0.16553E-04  0.00000E+00  0.16425E-03  0.00000E+00  0.00000E+00 -0.17017E-01  0.00000E+00  0.93565E-01  0.00000E+00  0.00000E+00  0.42512E+01  0.00000E+00  0.00000E+00  0.14246E+01  0.45443E-01  0.28426E-01    223  0.00000E+00      0.000
     270.0000  0.00000E+00  0.00000E+00 -0.16417E-04  0.00000E+00  0.16455E-03  0.00000E+00  0.00000E+00 -0.17079E-01  0.00000E+00  0.94182E-01  0.00000E+00  0.00000E+00  0.42512E+01  0.00000E+00  0.00000E+00  0.14253E+01  0.45505E-01  0.28426E-01    224  0.00000E+00      0.000
     272.5000  0.00000E+00  0.00000E+00 -0.16327E-04  0.00000E+00  0.16466E-03  0.00000E+00  0.00000E+00 -0.17120E-01  0.00000E+00  0.94594E-01  0.00000E+00  0.00000E+00  0.42517E+01  0.00000E+00  0.00000E+00  0.14257E+01  0.45545E-01  0.28426E-01    225  0.00000E+00      0.000
     275.0000  0.00000E+00  0.00000E+00 -0.16238E-04  0.00000E+00  0.16507E-03  0.00000E+00  0.00000E+00 -0.17160E-01  0.00000E+00  0.95007E-01  0.00000E+00  0.00000E+00  0.42517E+01  0.00000E+00  0.00000E+00  0.14262E+01  0.45586E-01  0.28426E-01    226  0.00000E+00      0.000
     275.8333  0.00000E+00  0.00000E+00  0.48723E-02  0.00000E+00 -0.24351E-02  0.00000E+00  0.00000E+00 -0.13100E-01  0.00000E+00  0.92977E-01  0.00000E+00  0.00000E+00  0.42517E+01  0.00000E+00  0.00000E+00  0.14201E+01  0.45586E-01  0.32486E-01    227  0.00000E+00      0.000
     276.9792  0.00000E+00  0.00000E+00 -0.35605E-02  0.00000E+00  0.20484E-02  0.00000E+00  0.00000E+00 -0.17180E-01  0.00000E+00  0.95324E-01  0.00000E+00  0.00000E+00  0.42517E+01  0.00000E+00  0.00000E+00  0.14265E+01  0.49666E-01  0.32486E-01    228  0.00000E+00      0.000
     278.3160  0.00000E+00  0.00000E+00 -0.16206E-04  0.00000E+00  0.16593E-03  0.00000E+00  0.00000E+00 -0.17201E-01  0.00000E+00  0.95546E-01  0.00000E+00  0.00000E+00  0.42517E+01  0.00000E+00  0.00000E+00  0.14268E+01  0.49687E-01  0.32486E-01    229  0.00000E+00      0.000
     279.9870  0.00000E+00  0.00000E+00 -0.16145E-04  0.00000E+00  0.16675E-03  0.00000E+00  0.00000E+00 -0.17228E-01  0.00000E+00  0.95825E-01  0.00000E+00  0.00000E+00  0.42517E+01  0.00000E+00  0.00000E+00  0.14271E+01  0.49714E-01  0.32486E-01    230  0.00000E+00      0.000
     281.6580  0.00000E+00  0.00000E+00 -0.16086E-04  0.00000E+00  0.16689E-03  0.00000E+00  0.00000E+00 -0.17255E-01  0.00000E+00  0.96104E-01  0.00000E+00  0.00000E+00  0.42517E+01  0.00000E+00  0.00000E+00  0.14274E+01  0.49741E-01  0.32486E-01    231  0.00000E+00      0.000
     285.0000  0.00000E+00  0.00000E+00 -0.15969E-04  0.00000E+00  0.16203E-03  0.00000E+00  0.00000E+00 -0.17308E-01  0.00000E+00  0.96645E-01  0.00000E+00  0.00000E+00  0.42517E+01  0.00000E+00  0.00000E+00  0.14280E+01  0.49795E-01  0.32486E-01    232  0.00000E+00      0.000
     288.0000  0.00000E+00  0.00000E+00 -0.15867E-04  0.00000E+00  0.15881E-03  0.00000E+00  0.00000E+00 -0.17356E-01  0.00000E+00  0.97122E-01  0.00000E+00  0.00000E+00  0.42507E+01  0.00000E+00  0.00000E+00  0.14285E+01  0.49842E-01  0.32486E-01    233  0.00000E+00      0.000
     292.0000  0.00000E+00  0.00000E+00 -0.15733E-04  0.00000E+00  0.15570E-03  0.00000E+00  0.00000E+00 -0.17419E-01  0.00000E+00  0.97744E-01  0.00000E+00  0.00000E+00  0.42507E+01  0.00000E+00  0.00000E+00  0.14292E+01  0.49905E-01  0.32486E-01    234  0.00000E+00      0.000
     296.0000  0.00000E+00  0.00000E+00 -0.15601E-04  0.00000E+00  0.15355E-03  0.00000E+00  0.00000E+00 -0.17481E-01  0.00000E+00  0.98359E-01  0.00000E+00  0.00000E+00  0.42507E+01  0.00000E+00  0.00000E+00  0.14299E+01  0.49967E-01  0.32486E-01    235  0.00000E+00      0.000
     300.0000  0.00000E+00  0.00000E+00 -0.15471E-04  0.00000E+00  0.15204E-03  0.00000E+00  0.00000E+00 -0.17543E-01  0.00000E+00  0.98967E-01  0.00000E+00  0.00000E+00  0.42507E+01  0.00000E+00  0.00000E+00  0.14305E+01  0.50029E-01  0.32486E-01    236  0.00000E+00      0.000
     303.7500  0.00000E+00  0.00000E+00 -0.15350E-04  0.00000E+00  0.15118E-03  0.00000E+00  0.00000E+00 -0.17601E-01  0.00000E+00  0.99534E-01  0.00000E+00  0.00000E+00  0.42507E+01  0.00000E+00  0.00000E+00  0.14312E+01  0.50087E-01  0.32486E-01    237  0.00000E+00      0.000
     307.5000  0.00000E+00  0.00000E+00 -0.15231E-04  0.00000E+00  0.15088E-03  0.00000E+00  0.00000E+00 -0.17658E-01  0.00000E+00  0.10010E+00  0.00000E+00  0.00000E+00  0.42507E+01  0.00000E+00  0.00000E+00  0.14318E+01  0.50144E-01  0.32486E-01    238  0.00000E+00      0.000
     311.2500  0.00000E+00  0.00000E+00 -0.15112E-04  0.00000E+00  0.15083E-03  0.00000E+00  0.00000E+00 -0.17715E-01  0.00000E+00  0.10067E+00  0.00000E+00  0.00000E+00  0.42507E+01  0.00000E+00  0.00000E+00  0.14324E+01  0.50201E-01  0.32486E-01    239  0.00000E+00      0.000
     315.0000  0.00000E+00  0.00000E+00 -0.14994E-04  0.00000E+00  0.15103E-03  0.00000E+00  0.00000E+00 -0.17771E-01  0.00000E+00  0.10123E+00  0.00000E+00  0.00000E+00  0.42507E+01  0.00000E+00  0.00000E+00  0.14330E+01  0.50257E-01  0.32486E-01    240  0.00000E+00      0.000
     318.7500  0.00000E+00  0.00000E+00 -0.14878E-04  0.00000E+00  0.15149E-03  0.00000E+00  0.00000E+00 -0.17827E-01  0.00000E+00  0.10180E+00  0.00000E+00  0.00000E+00  0.42497E+01  0.00000E+00  0.00000E+00  0.14336E+01  0.50313E-01  0.32486E-01    241  0.00000E+00      0.000
     321.5625  0.00000E+00  0.00000E+00 -0.14792E-04  0.00000E+00  0.15193E-03  0.00000E+00  0.00000E+00 -0.17868E-01  0.00000E+00  0.10223E+00  0.00000E+00  0.00000E+00  0.42497E+01  0.00000E+00  0.00000E+00  0.14341E+01  0.50354E-01  0.32486E-01    242  0.00000E+00      0.000
     322.5000  0.00000E+00  0.00000E+00  0.43307E-02  0.00000E+00 -0.21593E-02  0.00000E+00  0.00000E+00 -0.13808E-01  0.00000E+00  0.10020E+00  0.00000E+00  0.00000E+00  0.42497E+01  0.00000E+00  0.00000E+00  0.14280E+01  0.50354E-01  0.36546E-01    243  0.00000E+00      0.000
     323.7500  0.00000E+00  0.00000E+00 -0.32637E-02  0.00000E+00  0.18780E-02  0.00000E+00  0.00000E+00 -0.17888E-01  0.00000E+00  0.10255E+00  0.00000E+00  0.00000E+00  0.42497E+01  0.00000E+00  0.00000E+00  0.14345E+01  0.54434E-01  0.36546E-01    244  0.00000E+00      0.000
     325.3125  0.00000E+00  0.00000E+00 -0.14766E-04  0.00000E+00  0.15276E-03  0.00000E+00  0.00000E+00 -0.17911E-01  0.00000E+00  0.10279E+00  0.00000E+00  0.00000E+00  0.42497E+01  0.00000E+00  0.00000E+00  0.14347E+01  0.54457E-01  0.36546E-01    245  0.00000E+00      0.000
     327.6562  0.00000E+00  0.00000E+00 -0.14693E-04  0.00000E+00  0.15200E-03  0.00000E+00  0.00000E+00 -0.17945E-01  0.00000E+00  0.10314E+00  0.00000E+00  0.00000E+00  0.42497E+01  0.00000E+00  0.00000E+00  0.14351E+01  0.54491E-01  0.36546E-01    246  0.00000E+00      0.000
     330.0000  0.00000E+00  0.00000E+00 -0.14621E-04  0.00000E+00  0.14873E-03  0.00000E+00  0.00000E+00 -0.17980E-01  0.00000E+00  0.10349E+00  0.00000E+00  0.00000E+00  0.42497E+01  0.00000E+00  0.00000E+00  0.14355E+01  0.54526E-01  0.36546E-01    247  0.00000E+00      0.000
     332.5000  0.00000E+00  0.00000E+00 -0.14544E-04  0.00000E+00  0.14650E-03  0.00000E+00  0.00000E+00 -0.18016E-01  0.00000E+00  0.10386E+00  0.00000E+00  0.00000E+00  0.42487E+01  0.00000E+00  0.00000E+00  0.14359E+01  0.54562E-01  0.36546E-01    248  0.00000E+00      0.000
     335.6250  0.00000E+00  0.00000E+00 -0.14450E-04  0.00000E+00  0.14430E-03  0.00000E+00  0.00000E+00 -0.18061E-01  0.00000E+00  0.10431E+00  0.00000E+00  0.00000E+00  0.42487E+01  0.00000E+00  0.00000E+00  0.14364E+01  0.54607E-01  0.36546E-01    249  0.00000E+00      0.000
     340.3125  0.00000E+00  0.00000E+00 -0.14311E-04  0.00000E+00  0.14200E-03  0.00000E+00  0.00000E+00 -0.18128E-01  0.00000E+00  0.10498E+00  0.00000E+00  0.00000E+00  0.42487E+01  0.00000E+00  0.00000E+00  0.14371E+01  0.54674E-01  0.36546E-01    250  0.00000E+00      0.000
     345.0000  0.00000E+00  0.00000E+00 -0.14174E-04  0.00000E+00  0.14043E-03  0.00000E+00  0.00000E+00 -0.18195E-01  0.00000E+00  0.10563E+00  0.00000E+00  0.00000E+00  0.42487E+01  0.00000E+00  0.00000E+00  0.14379E+01  0.54741E-01  0.36546E-01    251  0.00000E+00      0.000
     350.0000  0.00000E+00  0.00000E+00 -0.14030E-04  0.00000E+00  0.13948E-03  0.00000E+00  0.00000E+00 -0.18265E-01  0.00000E+00  0.10633E+00  0.00000E+00  0.00000E+00  0.42497E+01  0.00000E+00  0.00000E+00  0.14386E+01  0.54811E-01  0.36546E-01    252  0.00000E+00      0.000
     355.0000  0.00000E+00  0.00000E+00 -0.13895E-04  0.00000E+00  0.13912E-03  0.00000E+00  0.00000E+00 -0.18334E-01  0.00000E+00  0.10703E+00  0.00000E+00  0.00000E+00  0.42497E+01  0.00000E+00  0.00000E+00  0.14394E+01  0.54880E-01  0.36546E-01    253  0.00000E+00      0.000
     360.0000  0.00000E+00  0.00000E+00 -0.13777E-04  0.00000E+00  0.13901E-03  0.00000E+00  0.00000E+00 -0.18403E-01  0.00000E+00  0.10772E+00  0.00000E+00  0.00000E+00  0.42497E+01  0.00000E+00  0.00000E+00  0.14401E+01  0.54949E-01  0.36546E-01    254  0.00000E+00      0.000
     365.0000  0.00000E+00  0.00000E+00 -0.13662E-04  0.00000E+00  0.13921E-03  0.00000E+00  0.00000E+00 -0.18471E-01  0.00000E+00  0.10842E+00  0.00000E+00  0.00000E+00  0.42487E+01  0.00000E+00  0.00000E+00  0.14409E+01  0.55018E-01  0.36546E-01    255  0.00000E+00      0.000
     368.3333  0.00000E+00  0.00000E+00 -0.13587E-04  0.00000E+00  0.13971E-03  0.00000E+00  0.00000E+00 -0.18517E-01  0.00000E+00  0.10888E+00  0.00000E+00  0.00000E+00  0.42487E+01  0.00000E+00  0.00000E+00  0.14414E+01  0.55063E-01  0.36546E-01    256  0.00000E+00      0.000
