

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

  9615.00000  0.911168E-02  0.000000E+00 -0.555689E-02  0.000000E+00  0.415133E+00   -344.990      0.000      4.250     641
  9630.00000  0.920243E-02  0.000000E+00 -0.546614E-02  0.000000E+00  0.415335E+00   -406.377      0.000      4.251     642
  9645.00000  0.928643E-02  0.000000E+00 -0.538214E-02  0.000000E+00  0.415537E+00   -460.213      0.000      4.252     643
  9660.00000  0.935948E-02  0.000000E+00 -0.530909E-02  0.000000E+00  0.415739E+00   -497.290      0.000      4.253     644
  9675.00000  0.942938E-02  0.000000E+00 -0.523919E-02  0.000000E+00  0.415942E+00   -535.394      0.000      4.253     645
  9690.00000  0.949538E-02  0.000000E+00 -0.517319E-02  0.000000E+00  0.416144E+00   -569.367      0.000      4.256     646
  9705.00000  0.955508E-02  0.000000E+00 -0.511349E-02  0.000000E+00  0.416346E+00   -593.677      0.000      4.259     647
  9720.00000  0.961178E-02  0.000000E+00 -0.505679E-02  0.000000E+00  0.416550E+00   -614.855      0.000      4.270     648
  9735.00000  0.966368E-02  0.000000E+00 -0.500489E-02  0.000000E+00  0.416754E+00   -626.966      0.000      4.279     649
  9750.00000  0.971093E-02  0.000000E+00 -0.495764E-02  0.000000E+00  0.416958E+00   -632.548      0.000      4.282     650
  9765.00000  0.975188E-02  0.000000E+00 -0.491669E-02  0.000000E+00  0.417162E+00   -626.582      0.000      4.286     651
  9780.00000  0.978878E-02  0.000000E+00 -0.487979E-02  0.000000E+00  0.417367E+00   -618.592      0.000      4.291     652
  9795.00000  0.982088E-02  0.000000E+00 -0.484769E-02  0.000000E+00  0.417572E+00   -604.114      0.000      4.295     653
  9810.00000  0.984638E-02  0.000000E+00 -0.482219E-02  0.000000E+00  0.417776E+00   -580.102      0.000      4.297     654
  9825.00000  0.986663E-02  0.000000E+00 -0.480194E-02  0.000000E+00  0.417981E+00   -552.310      0.000      4.300     655
  9840.00000  0.988643E-02  0.000000E+00 -0.478214E-02  0.000000E+00  0.418186E+00   -532.674      0.000      4.302     656
  9855.00000  0.990383E-02  0.000000E+00 -0.476474E-02  0.000000E+00  0.418390E+00   -512.052      0.000      4.305     657
  9870.00000  0.991158E-02  0.000000E+00 -0.475699E-02  0.000000E+00  0.418595E+00   -475.131      0.000      4.307     658
  9885.00000  0.991917E-02  0.000000E+00 -0.474940E-02  0.000000E+00  0.418799E+00   -448.774      0.000      4.309     659
  9900.00000  0.992666E-02  0.000000E+00 -0.474191E-02  0.000000E+00  0.419004E+00   -424.540      0.000      4.312     660
  9915.00000  0.993387E-02  0.000000E+00 -0.473470E-02  0.000000E+00  0.419208E+00   -404.811      0.000      4.312     661
  9930.00000  0.994079E-02  0.000000E+00 -0.472778E-02  0.000000E+00  0.419412E+00   -387.397      0.000      4.313     662
  9945.00000  0.994776E-02  0.000000E+00 -0.472081E-02  0.000000E+00  0.419617E+00   -372.927      0.000      4.315     663
  9960.00000  0.995468E-02  0.000000E+00 -0.471389E-02  0.000000E+00  0.419821E+00   -360.278      0.000      4.317     664
  9975.00000  0.996170E-02  0.000000E+00 -0.470687E-02  0.000000E+00  0.420024E+00   -349.590      0.000      4.317     665
  9990.00000  0.996863E-02  0.000000E+00 -0.469994E-02  0.000000E+00  0.420228E+00   -340.071      0.000      4.318     666
 10005.00000  0.997535E-02  0.000000E+00 -0.469322E-02  0.000000E+00  0.420432E+00   -331.479      0.000      4.319     667
 10020.00000  0.998154E-02  0.000000E+00 -0.468703E-02  0.000000E+00  0.420635E+00   -323.162      0.000      4.320     668
 10035.00000  0.998793E-02  0.000000E+00 -0.468064E-02  0.000000E+00  0.420839E+00   -316.195      0.000      4.321     669
 10050.00000  0.999387E-02  0.000000E+00 -0.467470E-02  0.000000E+00  0.421042E+00   -309.220      0.000      4.320     670
 10065.00000  0.999960E-02  0.000000E+00 -0.466897E-02  0.000000E+00  0.421244E+00   -302.894      0.000      4.320     671
 10080.00000  0.100062E-01  0.000000E+00 -0.466238E-02  0.000000E+00  0.421448E+00   -298.299      0.000      4.324     672
 10095.00000  0.100126E-01  0.000000E+00 -0.465596E-02  0.000000E+00  0.421650E+00   -293.754      0.000      4.324     673
 10110.00000  0.100191E-01  0.000000E+00 -0.464948E-02  0.000000E+00  0.421853E+00   -289.943      0.000      4.324     674
 10125.00000  0.100256E-01  0.000000E+00 -0.464293E-02  0.000000E+00  0.422055E+00   -286.524      0.000      4.324     675
 10140.00000  0.100322E-01  0.000000E+00 -0.463633E-02  0.000000E+00  0.422258E+00   -283.543      0.000      4.324     676
 10155.00000  0.100390E-01  0.000000E+00 -0.462956E-02  0.000000E+00  0.422460E+00   -281.064      0.000      4.325     677
 10170.00000  0.100459E-01  0.000000E+00 -0.462271E-02  0.000000E+00  0.422662E+00   -278.942      0.000      4.325     678
 10185.00000  0.100522E-01  0.000000E+00 -0.461636E-02  0.000000E+00  0.422864E+00   -276.448      0.000      4.326     679
 10200.00000  0.100582E-01  0.000000E+00 -0.461038E-02  0.000000E+00  0.423065E+00   -273.908      0.000      4.323     680
 10215.00000  0.100629E-01  0.000000E+00 -0.460570E-02  0.000000E+00  0.423265E+00   -270.070      0.000      4.323     681
 10230.00000  0.100681E-01  0.000000E+00 -0.460043E-02  0.000000E+00  0.423465E+00   -267.508      0.000      4.321     682
 10245.00000  0.100734E-01  0.000000E+00 -0.459521E-02  0.000000E+00  0.423664E+00   -264.785      0.000      4.320     683
 10260.00000  0.100782E-01  0.000000E+00 -0.459040E-02  0.000000E+00  0.423862E+00   -262.010      0.000      4.318     684
 10275.00000  0.100823E-01  0.000000E+00 -0.458630E-02  0.000000E+00  0.424060E+00   -258.677      0.000      4.314     685
 10290.00000  0.100865E-01  0.000000E+00 -0.458210E-02  0.000000E+00  0.424256E+00   -255.841      0.000      4.309     686
 10305.00000  0.100906E-01  0.000000E+00 -0.457795E-02  0.000000E+00  0.424452E+00   -253.048      0.000      4.305     687
 10320.00000  0.100949E-01  0.000000E+00 -0.457370E-02  0.000000E+00  0.424646E+00   -250.622      0.000      4.295     688
 10335.00000  0.100988E-01  0.000000E+00 -0.456977E-02  0.000000E+00  0.424838E+00   -247.998      0.000      4.285     689
 10350.00000  0.101029E-01  0.000000E+00 -0.456566E-02  0.000000E+00  0.425029E+00   -245.843      0.000      4.281     690
 10365.00000  0.101066E-01  0.000000E+00 -0.456200E-02  0.000000E+00  0.425219E+00   -243.289      0.000      4.277     691
 10380.00000  0.101101E-01  0.000000E+00 -0.455852E-02  0.000000E+00  0.425408E+00   -240.866      0.000      4.269     692
 10395.00000  0.101142E-01  0.000000E+00 -0.455440E-02  0.000000E+00  0.425596E+00   -239.212      0.000      4.261     693
 10410.00000  0.101177E-01  0.000000E+00 -0.455086E-02  0.000000E+00  0.425783E+00   -236.974      0.000      4.258     694
 10425.00000  0.101214E-01  0.000000E+00 -0.454718E-02  0.000000E+00  0.425969E+00   -235.218      0.000      4.256     695
 10440.00000  0.101247E-01  0.000000E+00 -0.454387E-02  0.000000E+00  0.426154E+00   -233.094      0.000      4.248     696
 10455.00000  0.101281E-01  0.000000E+00 -0.454046E-02  0.000000E+00  0.426339E+00   -231.324      0.000      4.244     697
 10470.00000  0.101321E-01  0.000000E+00 -0.453643E-02  0.000000E+00  0.426522E+00   -230.156      0.000      4.243     698
 10485.00000  0.101359E-01  0.000000E+00 -0.453265E-02  0.000000E+00  0.426706E+00   -228.738      0.000      4.243     699
 10500.00000  0.101414E-01  0.000000E+00 -0.452713E-02  0.000000E+00  0.426889E+00   -229.166      0.000      4.239     700
 10515.00000  0.101470E-01  0.000000E+00 -0.452158E-02  0.000000E+00  0.427071E+00   -229.266      0.000      4.234     701
 10530.00000  0.101526E-01  0.000000E+00 -0.451601E-02  0.000000E+00  0.427252E+00   -229.661      0.000      4.233     702
 10545.00000  0.101581E-01  0.000000E+00 -0.451043E-02  0.000000E+00  0.427434E+00   -230.010      0.000      4.232     703
 10560.00000  0.101637E-01  0.000000E+00 -0.450482E-02  0.000000E+00  0.427614E+00   -230.456      0.000      4.230     704
 10575.00000  0.101682E-01  0.000000E+00 -0.450034E-02  0.000000E+00  0.427794E+00   -229.818      0.000      4.227     705
 10590.00000  0.101791E-01  0.000000E+00 -0.448948E-02  0.000000E+00  0.427974E+00   -235.673      0.000      4.226     706
 10605.00000  0.101907E-01  0.000000E+00 -0.447788E-02  0.000000E+00  0.428154E+00   -241.001      0.000      4.225     707
 10620.00000  0.102063E-01  0.000000E+00 -0.446228E-02  0.000000E+00  0.428333E+00   -251.481      0.000      4.224     708
 10635.00000  0.102246E-01  0.000000E+00 -0.444398E-02  0.000000E+00  0.428511E+00   -264.413      0.000      4.220     709
 10650.00000  0.102469E-01  0.000000E+00 -0.442163E-02  0.000000E+00  0.428689E+00   -283.159      0.000      4.220     710
 10665.00000  0.102768E-01  0.000000E+00 -0.439178E-02  0.000000E+00  0.428867E+00   -313.015      0.000      4.220     711
 10680.00000  0.103083E-01  0.000000E+00 -0.436028E-02  0.000000E+00  0.429045E+00   -347.650      0.000      4.220     712
 10695.00000  0.103468E-01  0.000000E+00 -0.432173E-02  0.000000E+00  0.429222E+00   -400.749      0.000      4.217     713
 10710.00000  0.103959E-01  0.000000E+00 -0.427268E-02  0.000000E+00  0.429399E+00   -485.792      0.000      4.219     714
 10725.00000  0.104409E-01  0.000000E+00 -0.422768E-02  0.000000E+00  0.429576E+00   -574.978      0.000      4.221     715
 10740.00000  0.104895E-01  0.000000E+00 -0.417908E-02  0.000000E+00  0.429753E+00   -699.803      0.000      4.218     716
 10755.00000  0.105447E-01  0.000000E+00 -0.412388E-02  0.000000E+00  0.429930E+00   -879.856      0.000      4.220     717
 10770.00000  0.105984E-01  0.000000E+00 -0.408321E-02  0.000000E+00  0.430106E+00  -1000.000      0.000      4.219     718
 10785.00000  0.106410E-01  0.000000E+00 -0.406594E-02  0.000000E+00  0.430282E+00  -1000.000      0.000      4.218     719
 10800.00000  0.107001E-01  0.000000E+00 -0.404831E-02  0.000000E+00  0.430458E+00  -1000.000      0.000      4.216     720
 10815.00000  0.107607E-01  0.000000E+00 -0.403123E-02  0.000000E+00  0.430634E+00  -1000.000      0.000      4.216     721
 10830.00000  0.108373E-01  0.000000E+00 -0.401468E-02  0.000000E+00  0.430809E+00  -1000.000      0.000      4.216     722
 10845.00000  0.109084E-01  0.000000E+00 -0.399864E-02  0.000000E+00  0.430984E+00  -1000.000      0.000      4.217     723
 10860.00000  0.109938E-01  0.000000E+00 -0.398310E-02  0.000000E+00  0.431160E+00  -1000.000      0.000      4.217     724
 10875.00000  0.110731E-01  0.000000E+00 -0.396804E-02  0.000000E+00  0.431335E+00  -1000.000      0.000      4.216     725
 10890.00000  0.111465E-01  0.000000E+00 -0.395344E-02  0.000000E+00  0.431509E+00  -1000.000      0.000      4.215     726
 10905.00000  0.112261E-01  0.000000E+00 -0.393930E-02  0.000000E+00  0.431683E+00  -1000.000      0.000      4.215     727
 10920.00000  0.112959E-01  0.000000E+00 -0.392560E-02  0.000000E+00  0.431857E+00  -1000.000      0.000      4.217     728
 10935.00000  0.113959E-01  0.000000E+00 -0.391232E-02  0.000000E+00  0.432030E+00  -1000.000      0.000      4.216     729
 10950.00000  0.114817E-01  0.000000E+00 -0.389945E-02  0.000000E+00  0.432203E+00  -1000.000      0.000      4.215     730
 10965.00000  0.115347E-01  0.000000E+00 -0.388698E-02  0.000000E+00  0.432376E+00  -1000.000      0.000      4.215     731
 10980.00000  0.115927E-01  0.000000E+00 -0.387475E-02  0.000000E+00  0.432548E+00  -1000.000      0.000      4.217     732
 10995.00000  0.116548E-01  0.000000E+00 -0.386274E-02  0.000000E+00  0.432721E+00  -1000.000      0.000      4.217     733
 11010.00000  0.117121E-01  0.000000E+00 -0.385094E-02  0.000000E+00  0.432893E+00  -1000.000      0.000      4.217     734
 11025.00000  0.117735E-01  0.000000E+00 -0.383935E-02  0.000000E+00  0.433065E+00  -1000.000      0.000      4.217     735
 11040.00000  0.118180E-01  0.000000E+00 -0.382796E-02  0.000000E+00  0.433237E+00  -1000.000      0.000      4.218     736
 11055.00000  0.118638E-01  0.000000E+00 -0.381677E-02  0.000000E+00  0.433408E+00  -1000.000      0.000      4.220     737
 11070.00000  0.119149E-01  0.000000E+00 -0.380578E-02  0.000000E+00  0.433580E+00  -1000.000      0.000      4.221     738
 11085.00000  0.119509E-01  0.000000E+00 -0.379498E-02  0.000000E+00  0.433752E+00  -1000.000      0.000      4.223     739
 11100.00000  0.119943E-01  0.000000E+00 -0.378437E-02  0.000000E+00  0.433924E+00  -1000.000      0.000      4.228     740
 11115.00000  0.120444E-01  0.000000E+00 -0.377395E-02  0.000000E+00  0.434096E+00  -1000.000      0.000      4.230     741
 11130.00000  0.121041E-01  0.000000E+00 -0.376371E-02  0.000000E+00  0.434269E+00  -1000.000      0.000      4.233     742
 11145.00000  0.121519E-01  0.000000E+00 -0.375365E-02  0.000000E+00  0.434441E+00  -1000.000      0.000      4.237     743
 11160.00000  0.122169E-01  0.000000E+00 -0.374376E-02  0.000000E+00  0.434614E+00  -1000.000      0.000      4.241     744
 11175.00000  0.122808E-01  0.000000E+00 -0.373405E-02  0.000000E+00  0.434788E+00  -1000.000      0.000      4.250     745
 11190.00000  0.123172E-01  0.000000E+00 -0.372451E-02  0.000000E+00  0.434963E+00  -1000.000      0.000      4.257     746
 11205.00000  0.123409E-01  0.000000E+00 -0.371514E-02  0.000000E+00  0.435138E+00  -1000.000      0.000      4.264     747
 11220.00000  0.123666E-01  0.000000E+00 -0.370593E-02  0.000000E+00  0.435315E+00  -1000.000      0.000      4.271     748
 11235.00000  0.123865E-01  0.000000E+00 -0.369688E-02  0.000000E+00  0.435491E+00  -1000.000      0.000      4.277     749
 11250.00000  0.124018E-01  0.000000E+00 -0.368799E-02  0.000000E+00  0.435668E+00  -1000.000      0.000      4.279     750
 11265.00000  0.124185E-01  0.000000E+00 -0.367925E-02  0.000000E+00  0.435845E+00  -1000.000      0.000      4.281     751
 11280.00000  0.124365E-01  0.000000E+00 -0.367067E-02  0.000000E+00  0.436022E+00  -1000.000      0.000      4.285     752
 11295.00000  0.124435E-01  0.000000E+00 -0.366362E-02  0.000000E+00  0.436200E+00   -990.699      0.000      4.292     753
 11310.00000  0.124506E-01  0.000000E+00 -0.365657E-02  0.000000E+00  0.436378E+00   -974.412      0.000      4.293     754
 11325.00000  0.124576E-01  0.000000E+00 -0.364956E-02  0.000000E+00  0.436556E+00   -980.776      0.000      4.295     755
 11340.00000  0.124646E-01  0.000000E+00 -0.364256E-02  0.000000E+00  0.436734E+00   -972.459      0.000      4.299     756
 11355.00000  0.124715E-01  0.000000E+00 -0.363563E-02  0.000000E+00  0.436913E+00   -969.921      0.000      4.302     757
 11370.00000  0.124783E-01  0.000000E+00 -0.362883E-02  0.000000E+00  0.437091E+00   -964.995      0.000      4.304     758
 11385.00000  0.124850E-01  0.000000E+00 -0.362213E-02  0.000000E+00  0.437270E+00   -961.570      0.000      4.306     759
 11400.00000  0.124916E-01  0.000000E+00 -0.361553E-02  0.000000E+00  0.437449E+00   -957.932      0.000      4.310     760
 11415.00000  0.124983E-01  0.000000E+00 -0.360888E-02  0.000000E+00  0.437628E+00   -955.729      0.000      4.315     761
 11430.00000  0.125046E-01  0.000000E+00 -0.360255E-02  0.000000E+00  0.437808E+00   -952.070      0.000      4.315     762
 11445.00000  0.125108E-01  0.000000E+00 -0.359634E-02  0.000000E+00  0.437987E+00   -948.977      0.000      4.315     763
 11460.00000  0.125171E-01  0.000000E+00 -0.359001E-02  0.000000E+00  0.438165E+00   -947.264      0.000      4.317     764
 11475.00000  0.125232E-01  0.000000E+00 -0.358398E-02  0.000000E+00  0.438344E+00   -944.208      0.000      4.318     765
 11490.00000  0.125293E-01  0.000000E+00 -0.357785E-02  0.000000E+00  0.438522E+00   -943.029      0.000      4.320     766
 11505.00000  0.125354E-01  0.000000E+00 -0.357176E-02  0.000000E+00  0.438700E+00   -941.792      0.000      4.322     767
 11520.00000  0.125439E-01  0.000000E+00 -0.356324E-02  0.000000E+00  0.438878E+00   -956.980      0.000      4.321     768
 11535.00000  0.125524E-01  0.000000E+00 -0.355478E-02  0.000000E+00  0.439056E+00   -968.978      0.000      4.326     769
 11550.00000  0.125606E-01  0.000000E+00 -0.354651E-02  0.000000E+00  0.439234E+00   -982.140      0.000      4.326     770
 11565.00000  0.125688E-01  0.000000E+00 -0.353834E-02  0.000000E+00  0.439412E+00   -994.255      0.000      4.327     771
 11580.00000  0.125769E-01  0.000000E+00 -0.353114E-02  0.000000E+00  0.439590E+00  -1000.000      0.000      4.329     772
 11595.00000  0.125850E-01  0.000000E+00 -0.352507E-02  0.000000E+00  0.439767E+00  -1000.000      0.000      4.331     773
 11610.00000  0.125930E-01  0.000000E+00 -0.351897E-02  0.000000E+00  0.439945E+00  -1000.000      0.000      4.332     774
 11625.00000  0.126010E-01  0.000000E+00 -0.351292E-02  0.000000E+00  0.440122E+00  -1000.000      0.000      4.333     775
 11640.00000  0.126074E-01  0.000000E+00 -0.350694E-02  0.000000E+00  0.440300E+00  -1000.000      0.000      4.335     776
 11655.00000  0.126136E-01  0.000000E+00 -0.350101E-02  0.000000E+00  0.440477E+00  -1000.000      0.000      4.336     777
 11670.00000  0.126198E-01  0.000000E+00 -0.349514E-02  0.000000E+00  0.440654E+00  -1000.000      0.000      4.337     778
 11685.00000  0.126257E-01  0.000000E+00 -0.348933E-02  0.000000E+00  0.440831E+00  -1000.000      0.000      4.338     779
 11700.00000  0.126314E-01  0.000000E+00 -0.348369E-02  0.000000E+00  0.441008E+00   -999.214      0.000      4.340     780
 11715.00000  0.126370E-01  0.000000E+00 -0.347811E-02  0.000000E+00  0.441185E+00   -998.168      0.000      4.337     781
 11730.00000  0.126424E-01  0.000000E+00 -0.347269E-02  0.000000E+00  0.441361E+00   -997.224      0.000      4.337     782
 11745.00000  0.126479E-01  0.000000E+00 -0.346719E-02  0.000000E+00  0.441537E+00   -996.847      0.000      4.337     783
 11760.00000  0.126538E-01  0.000000E+00 -0.346123E-02  0.000000E+00  0.441712E+00   -999.856      0.000      4.335     784
 11775.00000  0.126602E-01  0.000000E+00 -0.345564E-02  0.000000E+00  0.441886E+00  -1000.000      0.000      4.328     785
 11790.00000  0.126661E-01  0.000000E+00 -0.345026E-02  0.000000E+00  0.442060E+00  -1000.000      0.000      4.322     786
 11805.00000  0.126719E-01  0.000000E+00 -0.344489E-02  0.000000E+00  0.442232E+00  -1000.000      0.000      4.317     787
 11820.00000  0.126774E-01  0.000000E+00 -0.343957E-02  0.000000E+00  0.442403E+00  -1000.000      0.000      4.306     788
 11835.00000  0.126830E-01  0.000000E+00 -0.343431E-02  0.000000E+00  0.442571E+00  -1000.000      0.000      4.291     789
 11850.00000  0.126881E-01  0.000000E+00 -0.342925E-02  0.000000E+00  0.442739E+00   -998.899      0.000      4.288     790
 11865.00000  0.126931E-01  0.000000E+00 -0.342418E-02  0.000000E+00  0.442906E+00   -998.492      0.000      4.285     791
 11880.00000  0.126978E-01  0.000000E+00 -0.341948E-02  0.000000E+00  0.443072E+00   -995.651      0.000      4.276     792
 11895.00000  0.127035E-01  0.000000E+00 -0.341390E-02  0.000000E+00  0.443236E+00  -1000.000      0.000      4.268     793
 11910.00000  0.127083E-01  0.000000E+00 -0.340914E-02  0.000000E+00  0.443400E+00   -997.251      0.000      4.265     794
 11925.00000  0.127132E-01  0.000000E+00 -0.340425E-02  0.000000E+00  0.443564E+00   -997.565      0.000      4.263     795
 11940.00000  0.127183E-01  0.000000E+00 -0.339915E-02  0.000000E+00  0.443726E+00   -998.589      0.000      4.256     796
 11955.00000  0.127228E-01  0.000000E+00 -0.339459E-02  0.000000E+00  0.443888E+00   -996.340      0.000      4.252     797
 11970.00000  0.127288E-01  0.000000E+00 -0.338935E-02  0.000000E+00  0.444049E+00  -1000.000      0.000      4.250     798
 11985.00000  0.127347E-01  0.000000E+00 -0.338448E-02  0.000000E+00  0.444210E+00  -1000.000      0.000      4.248     799
 12000.00000  0.127407E-01  0.000000E+00 -0.337975E-02  0.000000E+00  0.444370E+00  -1000.000      0.000      4.244     800
 12015.00000  0.127462E-01  0.000000E+00 -0.337507E-02  0.000000E+00  0.444530E+00  -1000.000      0.000      4.243     801
 12030.00000  0.127578E-01  0.000000E+00 -0.337044E-02  0.000000E+00  0.444690E+00  -1000.000      0.000      4.241     802
 12045.00000  0.127708E-01  0.000000E+00 -0.336585E-02  0.000000E+00  0.444849E+00  -1000.000      0.000      4.240     803
 12060.00000  0.127858E-01  0.000000E+00 -0.336130E-02  0.000000E+00  0.445008E+00  -1000.000      0.000      4.237     804
 12075.00000  0.128061E-01  0.000000E+00 -0.335680E-02  0.000000E+00  0.445166E+00  -1000.000      0.000      4.233     805
 12090.00000  0.128317E-01  0.000000E+00 -0.335235E-02  0.000000E+00  0.445324E+00  -1000.000      0.000      4.232     806
 12105.00000  0.128635E-01  0.000000E+00 -0.334793E-02  0.000000E+00  0.445481E+00  -1000.000      0.000      4.232     807
 12120.00000  0.129001E-01  0.000000E+00 -0.334356E-02  0.000000E+00  0.445638E+00  -1000.000      0.000      4.230     808
 12135.00000  0.129430E-01  0.000000E+00 -0.333924E-02  0.000000E+00  0.445795E+00  -1000.000      0.000      4.227     809
 12150.00000  0.129924E-01  0.000000E+00 -0.333495E-02  0.000000E+00  0.445952E+00  -1000.000      0.000      4.227     810
 12165.00000  0.130492E-01  0.000000E+00 -0.333071E-02  0.000000E+00  0.446108E+00  -1000.000      0.000      4.228     811
 12180.00000  0.131124E-01  0.000000E+00 -0.332651E-02  0.000000E+00  0.446263E+00  -1000.000      0.000      4.223     812
 12195.00000  0.131820E-01  0.000000E+00 -0.332235E-02  0.000000E+00  0.446418E+00  -1000.000      0.000      4.222     813
 12210.00000  0.132576E-01  0.000000E+00 -0.331823E-02  0.000000E+00  0.446573E+00  -1000.000      0.000      4.222     814
 12225.00000  0.133399E-01  0.000000E+00 -0.331415E-02  0.000000E+00  0.446728E+00  -1000.000      0.000      4.223     815
 12240.00000  0.134289E-01  0.000000E+00 -0.331011E-02  0.000000E+00  0.446882E+00  -1000.000      0.000      4.222     816
 12255.00000  0.135156E-01  0.000000E+00 -0.330611E-02  0.000000E+00  0.447037E+00  -1000.000      0.000      4.221     817
 12270.00000  0.136078E-01  0.000000E+00 -0.330215E-02  0.000000E+00  0.447190E+00  -1000.000      0.000      4.222     818
 12285.00000  0.137124E-01  0.000000E+00 -0.329822E-02  0.000000E+00  0.447344E+00  -1000.000      0.000      4.223     819
 12300.00000  0.138151E-01  0.000000E+00 -0.329434E-02  0.000000E+00  0.447498E+00  -1000.000      0.000      4.221     820
 12315.00000  0.139149E-01  0.000000E+00 -0.329049E-02  0.000000E+00  0.447651E+00  -1000.000      0.000      4.222     821
 12330.00000  0.140257E-01  0.000000E+00 -0.328668E-02  0.000000E+00  0.447804E+00  -1000.000      0.000      4.222     822
 12345.00000  0.141393E-01  0.000000E+00 -0.328291E-02  0.000000E+00  0.447957E+00  -1000.000      0.000      4.222     823
 12360.00000  0.142549E-01  0.000000E+00 -0.327918E-02  0.000000E+00  0.448109E+00  -1000.000      0.000      4.220     824
 12375.00000  0.143760E-01  0.000000E+00 -0.327548E-02  0.000000E+00  0.448261E+00  -1000.000      0.000      4.220     825
 12390.00000  0.144957E-01  0.000000E+00 -0.327182E-02  0.000000E+00  0.448413E+00  -1000.000      0.000      4.219     826
 12405.00000  0.146193E-01  0.000000E+00 -0.326819E-02  0.000000E+00  0.448565E+00  -1000.000      0.000      4.219     827
 12420.00000  0.147340E-01  0.000000E+00 -0.326460E-02  0.000000E+00  0.448717E+00  -1000.000      0.000      4.220     828
 12435.00000  0.148540E-01  0.000000E+00 -0.326104E-02  0.000000E+00  0.448868E+00  -1000.000      0.000      4.222     829
 12450.00000  0.149673E-01  0.000000E+00 -0.325752E-02  0.000000E+00  0.449020E+00  -1000.000      0.000      4.221     830
 12465.00000  0.150789E-01  0.000000E+00 -0.325403E-02  0.000000E+00  0.449171E+00  -1000.000      0.000      4.221     831
 12480.00000  0.151894E-01  0.000000E+00 -0.325057E-02  0.000000E+00  0.449322E+00  -1000.000      0.000      4.221     832
 12495.00000  0.152970E-01  0.000000E+00 -0.324715E-02  0.000000E+00  0.449473E+00  -1000.000      0.000      4.223     833
 12510.00000  0.154020E-01  0.000000E+00 -0.324377E-02  0.000000E+00  0.449624E+00  -1000.000      0.000      4.222     834
 12525.00000  0.155044E-01  0.000000E+00 -0.324041E-02  0.000000E+00  0.449775E+00  -1000.000      0.000      4.222     835
 12540.00000  0.156010E-01  0.000000E+00 -0.323709E-02  0.000000E+00  0.449925E+00  -1000.000      0.000      4.222     836
 12555.00000  0.156907E-01  0.000000E+00 -0.323380E-02  0.000000E+00  0.450075E+00  -1000.000      0.000      4.224     837
 12570.00000  0.157744E-01  0.000000E+00 -0.323054E-02  0.000000E+00  0.450226E+00  -1000.000      0.000      4.224     838
 12585.00000  0.158518E-01  0.000000E+00 -0.322729E-02  0.000000E+00  0.450376E+00  -1000.000      0.000      4.224     839
 12600.00000  0.159235E-01  0.000000E+00 -0.322406E-02  0.000000E+00  0.450526E+00  -1000.000      0.000      4.227     840
 12615.00000  0.159894E-01  0.000000E+00 -0.322085E-02  0.000000E+00  0.450677E+00  -1000.000      0.000      4.233     841
 12630.00000  0.160476E-01  0.000000E+00 -0.321765E-02  0.000000E+00  0.450829E+00  -1000.000      0.000      4.237     842
 12645.00000  0.160981E-01  0.000000E+00 -0.321447E-02  0.000000E+00  0.450981E+00  -1000.000      0.000      4.242     843
 12660.00000  0.161427E-01  0.000000E+00 -0.321131E-02  0.000000E+00  0.451133E+00  -1000.000      0.000      4.250     844
 12675.00000  0.161800E-01  0.000000E+00 -0.320817E-02  0.000000E+00  0.451288E+00  -1000.000      0.000      4.263     845
 12690.00000  0.162094E-01  0.000000E+00 -0.320504E-02  0.000000E+00  0.451442E+00  -1000.000      0.000      4.266     846
 12705.00000  0.162298E-01  0.000000E+00 -0.320194E-02  0.000000E+00  0.451597E+00  -1000.000      0.000      4.269     847
 12720.00000  0.162505E-01  0.000000E+00 -0.319884E-02  0.000000E+00  0.451753E+00  -1000.000      0.000      4.274     848
 12735.00000  0.162603E-01  0.000000E+00 -0.319577E-02  0.000000E+00  0.451908E+00  -1000.000      0.000      4.276     849
 12750.00000  0.162712E-01  0.000000E+00 -0.319271E-02  0.000000E+00  0.452064E+00  -1000.000      0.000      4.278     850
 12765.00000  0.162816E-01  0.000000E+00 -0.318967E-02  0.000000E+00  0.452220E+00  -1000.000      0.000      4.281     851
 12780.00000  0.162911E-01  0.000000E+00 -0.318664E-02  0.000000E+00  0.452376E+00  -1000.000      0.000      4.285     852
 12795.00000  0.163006E-01  0.000000E+00 -0.318364E-02  0.000000E+00  0.452532E+00  -1000.000      0.000      4.288     853
 12810.00000  0.163105E-01  0.000000E+00 -0.318064E-02  0.000000E+00  0.452689E+00  -1000.000      0.000      4.290     854
 12825.00000  0.163202E-01  0.000000E+00 -0.317767E-02  0.000000E+00  0.452845E+00  -1000.000      0.000      4.292     855
 12840.00000  0.163296E-01  0.000000E+00 -0.317471E-02  0.000000E+00  0.453002E+00  -1000.000      0.000      4.295     856
 12855.00000  0.163388E-01  0.000000E+00 -0.317177E-02  0.000000E+00  0.453159E+00  -1000.000      0.000      4.298     857
 12870.00000  0.163479E-01  0.000000E+00 -0.316884E-02  0.000000E+00  0.453316E+00  -1000.000      0.000      4.298     858
